Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube-m04
21868.44498332828	2	2	2	1
21881.539860563807	2	2	2	1
21894.634737799333	2	2	2	2
21907.72961503486	2	2	1	1
21920.82449227039	1	1	1	1
21933.91936950591	2	2	1	1
21947.014246741437	2	2	2	2
21960.10912397696	2	2	1	1
21973.20400121249	2	2	2	1
21986.298878448015	2	2	2	1
21999.393755683537	1	1	1	1
22012.488632919067	3	3	3	2
22025.583510154593	3	2	2	2
22038.67838739012	3	2	2	2
22051.773264625645	3	2	2	2
22064.868141861174	3	3	2	2
22077.963019096696	2	2	2	2
22091.057896332222	2	2	2	2
22104.152773567745	2	2	2	1
22117.247650803274	3	2	2	2
22130.3425280388	3	3	2	2
22143.437405274322	3	3	2	2
22156.532282509852	2	2	2	2
22169.627159745378	3	2	2	2
22182.722036980904	2	2	2	2
22195.81691421643	3	2	2	2
22208.911791451956	3	2	2	2
22222.00666868748	3	3	2	2
22235.101545923008	2	2	2	1
22248.19642315853	3	2	2	2
22261.29130039406	3	2	2	2
22274.386177629585	3	2	2	2
22287.481054865108	3	3	2	2
22300.575932100637	2	2	2	2
22313.670809336163	2	2	2	2
22326.76568657169	2	2	2	2
22339.860563807215	2	2	2	1
22352.955441042737	2	2	2	1
22366.050318278267	2	2	2	1
22379.145195513793	3	2	2	2
22392.240072749315	2	2	1	1
22405.334949984845	2	2	2	1
22418.42982722037	3	3	3	3
22431.524704455893	3	3	3	2
22444.619581691422	4	4	4	4
22457.71445892695	3	3	3	3
22470.809336162474	3	3	3	2
22483.904213398	3	2	2	2
22496.999090633522	2	2	2	2
22510.093967869052	4	3	3	3
22523.188845104578	3	3	3	2
22536.2837223401	2	2	2	1
22549.37859957563	1	1	1	1
22562.473476811156	2	2	2	1
22575.568354046678	2	2	2	1
22588.663231282208	2	2	2	1
22601.758108517733	3	3	3	3
22614.85298575326	2	2	2	2
22627.947862988785	2	1	1	1
22641.042740224308	2	2	2	1
22654.137617459837	2	2	2	1
22667.232494695363	2	2	2	1
22680.327371930885	2	2	2	1
22693.422249166415	2	2	2	1
22706.51712640194	1	1	1	1
22719.612003637463	2	2	2	1
22732.706880872993	2	2	2	1
22745.80175810852	2	2	2	2
22758.896635344045	2	2	2	2
22771.99151257957	2	2	2	1
22785.086389815093	1	1	1	1
22798.181267050622	2	2	2	1
22811.27614428615	2	2	2	1
22824.37102152167	2	2	2	2
22837.4658987572	2	2	2	1
22850.560775992726	2	2	2	1
22863.65565322825	1	1	1	1
22876.750530463778	2	2	2	1
22889.845407699304	3	3	3	3
22902.940284934826	4	4	3	3
22916.035162170356	4	4	3	3
22929.130039405878	3	3	2	2
22942.224916641408	2	2	2	1
22955.319793876934	2	2	2	1
22968.414671112456	3	2	2	2
22981.509548347985	3	3	3	2
22994.60442558351	3	3	2	2
23007.699302819034	3	3	2	2
23020.794180054563	2	2	2	1
23033.88905729009	3	3	2	2
23046.98393452561	2	2	2	1
23060.07881176114	2	2	2	1
23073.173688996663	2	2	2	1
23086.268566232193	2	2	2	2
23099.36344346772	2	1	1	1
23112.45832070324	2	2	2	1
23125.55319793877	2	2	2	1
23138.648075174297	2	2	1	1
23151.74295240982	2	2	1	1
23164.83782964535	2	2	2	2
23177.93270688087	2	1	1	1
23191.027584116397	2	2	2	2
23204.122461351926	2	2	1	1
23217.21733858745	2	2	2	2
23230.312215822978	3	3	3	3
23243.407093058504	3	3	2	2
23256.501970294026	2	2	2	1
23269.596847529556	2	2	2	2
23282.69172476508	2	2	2	1
23295.786602000604	2	2	2	2
23308.881479236134	2	2	2	1
23321.976356471656	2	1	1	1
23335.07123370718	1	1	1	1
23348.16611094271	2	2	1	1
23361.260988178234	2	2	1	1
23374.355865413763	2	2	1	1
23387.45074264929	2	2	2	2
23400.54561988481	3	2	2	2
23413.64049712034	2	2	2	2
23426.735374355867	3	2	2	2
23439.83025159139	3	3	2	2
23452.92512882692	2	2	2	2
23466.02000606244	2	2	2	1
23479.114883297967	2	2	2	1
23492.209760533497	1	1	1	1
23505.30463776902	2	2	2	1
23518.39951500455	2	2	2	2
23531.494392240074	2	2	2	1
23544.589269475597	2	2	1	1
23557.684146711126	2	2	2	1
23570.779023946652	1	1	1	1
23583.873901182174	3	2	2	2
23596.968778417704	2	1	1	1
23610.063655653226	2	2	2	1
23623.158532888752	3	2	2	2
23636.25341012428	2	2	2	2
23649.348287359804	2	1	1	1
23662.443164595334	2	2	2	1
23675.53804183086	3	3	3	2
23688.632919066382	3	3	3	2
23701.72779630191	2	2	2	1
23714.822673537437	2	2	2	1
23727.91755077296	1	1	1	1
23741.01242800849	2	2	2	1
23754.10730524401	2	2	2	1
23767.202182479537	2	2	2	1
23780.297059715067	2	2	1	1
23793.39193695059	2	2	2	2
23806.48681418612	2	1	1	1
23819.581691421645	2	2	2	2
23832.676568657167	3	2	2	2
23845.771445892697	2	2	2	1
23858.86632312822	2	2	2	1
23871.961200363745	2	2	2	1
23885.056077599274	1	1	1	1
23898.150954834797	3	3	2	2
23911.245832070323	3	3	2	2
23924.340709305852	3	3	2	2
23937.435586541375	3	3	2	2
23950.530463776904	3	3	3	3
23963.62534101243	3	2	2	2
23976.720218247952	2	2	2	2
23989.815095483482	3	3	3	3
24002.909972719004	3	3	3	3
24016.00484995453	3	2	2	2
24029.09972719006	3	2	2	2
24042.194604425582	2	2	1	1
24055.289481661108	3	3	2	2
24068.384358896637	3	2	2	2
24081.47923613216	3	2	2	2
24094.57411336769	2	2	2	1
24107.668990603215	3	2	2	2
24120.763867838737	2	2	1	1
24133.858745074267	3	2	2	2
24146.95362230979	3	2	2	2
24160.048499545315	3	2	2	2
24173.143376780845	3	2	2	2
24186.238254016367	3	2	2	2
24199.333131251893	2	2	1	1
24212.428008487423	3	2	2	2
24225.522885722945	3	2	2	2
24238.617762958474	3	3	2	2
24251.712640194	3	2	2	2
24264.807517429523	3	2	2	2
24277.902394665052	2	2	1	1
24290.997271900575	3	3	2	2
24304.0921491361	2	2	2	1
24317.18702637163	2	2	2	2
24330.281903607152	2	2	2	2
24343.37678084268	2	2	2	2
24356.471658078208	2	2	1	1
24369.56653531373	2	2	2	1
24382.66141254926	2	2	2	1
24395.756289784786	2	2	2	2
24408.851167020308	2	2	2	1
24421.946044255837	2	2	1	1
24435.04092149136	1	1	1	1
24448.135798726886	2	2	2	2
24461.230675962415	2	2	2	2
24474.325553197938	2	2	2	1
24487.420430433463	2	2	2	1
24500.515307668993	2	2	2	1
24513.610184904515	1	1	1	1
24526.705062140045	2	2	2	1
24539.799939375567	3	3	3	2
24552.894816611093	2	2	2	2
24565.989693846623	2	2	2	1
24579.084571082145	2	2	2	1
24592.17944831767	1	1	1	1
24605.2743255532	2	2	2	1
24618.369202788723	2	2	2	2
24631.46408002425	2	2	2	2
24644.55895725978	2	2	2	1
24657.6538344953	2	2	2	2
24670.748711730826	2	1	1	1
24683.843588966352	2	2	2	2
24696.93846620188	3	2	2	2
24710.033343437408	2	2	2	1
24723.12822067293	2	2	1	1
24736.223097908456	2	2	1	1
24749.317975143986	2	2	1	1
24762.412852379508	3	3	2	2
24775.507729615034	3	2	2	2
24788.602606850563	3	3	2	2
24801.697484086086	2	2	2	2
24814.79236132161	2	2	2	2
24827.887238557138	2	1	1	1
24840.982115792664	2	2	2	2
24854.076993028193	2	2	1	1
24867.171870263715	2	2	1	1
24880.26674749924	2	2	2	1
24893.36162473477	2	2	2	1
24906.456501970293	1	1	1	1
24919.55137920582	2	2	2	1
24932.64625644135	3	2	2	2
24945.74113367687	2	2	2	2
24958.836010912397	2	2	2	1
24971.930888147923	2	2	2	1
24985.02576538345	2	1	1	1
24998.12064261898	2	2	2	2
25011.2155198545	2	2	2	2
25024.310397090027	3	3	3	2
25037.405274325556	3	3	3	3
25050.50015156108	3	3	3	2
25063.595028796604	2	2	2	2
25076.689906032134	3	3	3	3
25089.784783267656	2	2	2	2
25102.879660503182	3	2	2	2
25115.974537738708	2	2	2	2
25129.069414974234	2	2	2	2
25142.164292209764	2	1	1	1
25155.259169445286	2	2	2	2
25168.35404668081	2	2	2	1
25181.44892391634	2	2	2	1
25194.543801151864	2	2	2	2
25207.63867838739	2	2	2	1
25220.73355562292	1	1	1	1
25233.82843285844	2	2	2	1
25246.923310093967	2	2	2	1
25260.018187329493	2	2	2	2
25273.11306456502	3	3	3	2
25286.20794180055	3	3	2	2
25299.30281903607	2	2	2	1
25312.397696271597	2	2	1	1
25325.492573507127	2	2	2	1
25338.58745074265	3	2	2	2
25351.682327978175	3	3	2	2
25364.777205213697	3	3	2	2
25377.872082449227	2	2	2	1
25390.966959684753	3	3	2	2
25404.06183692028	3	2	2	2
25417.156714155804	2	2	2	2
25430.251591391334	3	3	2	2
25443.346468626856	2	2	2	2
25456.441345862382	2	2	1	1
25469.53622309791	2	2	2	1
25482.631100333434	2	2	2	1
25495.72597756896	2	2	2	2
25508.820854804482	2	2	2	2
25521.91573204001	2	2	2	2
25535.010609275538	2	1	1	1
25548.105486511064	3	3	3	2
25561.20036374659	3	3	2	2
25574.29524098212	3	3	2	2
25587.39011821764	3	3	2	2
25600.484995453167	2	2	2	2
25613.579872688697	2	1	1	1
25626.67474992422	2	2	2	2
25639.769627159745	3	2	2	2
25652.864504395267	2	2	2	1
25665.959381630797	2	2	2	2
25679.054258866323	3	2	2	2
25692.14913610185	2	2	1	1
25705.244013337375	2	2	2	1
25718.338890572904	2	2	2	1
25731.433767808427	2	2	2	2
25744.528645043953	2	2	2	2
25757.623522279482	2	2	2	2
25770.718399515004	2	1	1	1
25783.81327675053	2	2	2	1
25796.908153986053	2	2	2	1
25810.003031221582	2	2	2	1
25823.097908457108	2	2	1	1
25836.192785692634	2	2	2	1
25849.28766292816	1	1	1	1
25862.38254016369	2	2	2	1
25875.477417399212	2	2	2	1
25888.572294634738	3	2	2	2
25901.667171870267	3	2	2	2
25914.76204910579	3	2	2	2
25927.856926341316	2	2	1	1
25940.951803576838	3	3	2	2
25954.046680812367	3	3	2	2
25967.141558047893	2	2	2	2
25980.23643528342	3	2	2	2
25993.331312518945	3	3	2	2
26006.426189754475	2	2	2	1
26019.521066989997	3	3	3	2
26032.615944225523	3	3	3	3
26045.710821461045	3	3	3	2
26058.805698696575	3	3	3	3
26071.9005759321	2	2	2	1
26084.995453167623	1	1	1	1
26098.090330403153	2	2	2	2
26111.18520763868	2	2	1	1
26124.280084874204	2	2	1	1
26137.37496210973	2	2	2	2
26150.46983934526	2	2	2	2
26163.564716580782	2	1	1	1
26176.65959381631	2	2	2	1
26189.75447105183	2	2	2	1
26202.84934828736	2	2	2	1
26215.944225522886	2	2	2	1
26229.03910275841	2	2	2	1
26242.133979993938	1	1	1	1
26255.228857229464	2	2	1	1
26268.32373446499	2	2	2	1
26281.418611700516	2	2	2	1
26294.513488936045	2	2	2	2
26307.608366171567	2	2	2	1
26320.703243407093	1	1	1	1
26333.798120642616	2	2	1	1
26346.892997878145	2	2	2	1
26359.98787511367	2	2	2	1
26373.082752349193	2	2	2	1
26386.177629584723	2	2	2	1
26399.27250682025	1	1	1	1
26412.367384055775	2	2	2	1
26425.4622612913	2	2	2	2
26438.557138526827	2	2	2	2
26451.652015762353	2	2	2	1
26464.74689299788	2	2	2	1
26477.8417702334	1	1	1	1
26490.93664746893	2	2	2	1
26504.031524704456	3	2	2	2
26517.12640193998	2	2	2	1
26530.22127917551	2	2	2	1
26543.316156411034	2	2	2	1
26556.41103364656	1	1	1	1
26569.505910882086	2	2	2	1
26582.600788117612	2	2	2	1
26595.695665353138	2	2	1	1
26608.790542588664	3	3	3	2
26621.885419824186	2	2	1	1
26634.980297059716	1	1	1	1
26648.07517429524	2	2	1	1
26661.170051530764	2	2	2	1
26674.264928766293	2	2	1	1
26687.35980600182	2	2	1	1
26700.454683237345	2	2	2	1
26713.54956047287	1	1	1	1
26726.644437708394	2	2	2	2
26739.739314943923	2	2	1	1
26752.83419217945	2	2	2	1
26765.92906941497	4	3	3	3
26779.0239466505	2	2	2	2
26792.118823886027	2	1	1	1
26805.21370112155	2	2	2	1
26818.30857835708	2	2	2	2
26831.403455592605	2	2	2	2
26844.49833282813	2	2	2	1
26857.593210063656	2	2	2	1
26870.68808729918	1	1	1	1
26883.78296453471	2	2	2	1
26896.877841770234	2	2	2	1
26909.972719005757	2	2	2	1
26923.067596241286	2	2	2	2
26936.162473476812	2	2	2	2
26949.257350712334	2	1	1	1
26962.352227947864	4	4	4	4
26975.44710518339	3	2	2	2
26988.541982418912	3	3	3	2
27001.63685965444	3	3	2	2
27014.731736889964	3	3	3	3
27027.826614125494	3	2	2	2
27040.92149136102	3	3	2	2
27054.01636859654	3	3	2	2
27067.11124583207	3	3	3	2
27080.206123067597	3	3	2	2
27093.30100030312	4	3	3	3
27106.39587753865	3	3	3	2
27119.490754774175	3	3	3	3
27132.585632009697	4	4	3	3
27145.680509245227	4	4	4	3
27158.77538648075	3	3	3	2
27171.87026371628	3	3	3	2
27184.965140951805	3	3	3	2
27198.060018187327	2	2	2	2
27211.154895422856	2	2	2	1
27224.249772658382	2	2	2	2
27237.344649893905	2	2	2	1
27250.439527129434	2	2	2	2
27263.53440436496	2	1	1	1
27276.629281600482	2	2	2	1
27289.724158836012	2	2	1	1
27302.819036071534	2	2	2	1
27315.913913307064	2	2	2	1
27329.00879054259	2	2	2	1
27342.103667778112	1	1	1	1
27355.19854501364	3	2	2	2
27368.293422249168	2	2	2	1
27381.38829948469	2	2	2	1
27394.48317672022	3	3	3	2
27407.578053955745	3	3	2	2
27420.672931191268	3	2	2	2
27433.767808426797	3	3	3	2
27446.86268566232	4	3	3	3
27459.95756289785	4	3	3	3
27473.052440133375	3	3	3	3
27486.147317368897	4	3	3	3
27499.242194604427	3	3	2	2
27512.337071839953	4	3	3	3
27525.431949075475	4	3	3	3
27538.526826311005	3	3	3	2
27551.621703546527	2	2	1	1
27564.716580782053	2	2	2	1
27577.811458017582	1	1	1	1
27590.906335253105	2	2	2	2
27604.001212488634	2	2	2	1
27617.09608972416	2	2	2	1
27630.190966959683	3	2	2	2
27643.285844195212	3	2	2	2
27656.380721430738	2	2	1	1
27669.47559866626	2	2	2	2
27682.57047590179	3	2	2	2
27695.665353137312	3	3	2	2
27708.760230372838	3	3	2	2
27721.855107608368	3	3	2	2
27734.94998484389	2	2	2	2
27748.04486207942	3	2	2	2
27761.139739314945	2	2	2	1
27774.234616550468	2	2	2	1
27787.329493785997	2	2	2	1
27800.424371021523	2	2	2	1
27813.519248257046	1	1	1	1
27826.614125492575	3	2	2	2
27839.709002728097	3	3	3	2
27852.803879963623	3	2	2	2
27865.898757199153	3	2	2	2
27878.993634434675	2	2	2	2
27892.088511670205	2	2	1	1
27905.18338890573	3	2	2	2
27918.278266141253	2	2	2	1
27931.373143376783	2	2	2	2
27944.46802061231	2	2	2	1
27957.56289784783	2	2	2	1
27970.65777508336	1	1	1	1
27983.752652318883	2	2	2	1
27996.84752955441	2	2	2	1
28009.942406789938	2	2	2	1
28023.03728402546	3	2	2	2
28036.13216126099	2	2	2	2
28049.227038496516	2	1	1	1
28062.321915732038	3	3	3	3
28075.416792967568	3	2	2	2
28088.511670203094	3	2	2	2
28101.606547438616	3	2	2	2
28114.701424674146	3	2	2	2
28127.796301909668	2	2	1	1
28140.891179145194	3	2	2	2
28153.986056380723	3	2	2	2
28167.080933616246	3	2	2	2
28180.175810851775	2	2	1	1
28193.2706880873	2	2	2	1
28206.365565322823	1	1	1	1
28219.460442558353	2	2	2	2
28232.555319793875	3	3	3	2
28245.6501970294	2	2	2	2
28258.74507426493	2	2	2	2
28271.839951500453	2	2	2	1
28284.93482873598	1	1	1	1
28298.02970597151	2	2	1	1
28311.12458320703	2	2	2	1
28324.21946044256	2	2	2	1
28337.314337678086	2	2	2	1
28350.40921491361	2	2	2	1
28363.504092149138	1	1	1	1
28376.59896938466	2	2	2	1
28389.693846620186	3	3	3	3
28402.788723855716	3	2	2	2
28415.88360109124	2	2	2	1
28428.978478326764	2	2	2	1
28442.073355562294	1	1	1	1
28455.168232797816	3	2	2	2
28468.263110033346	2	2	2	2
28481.35798726887	2	2	2	1
28494.452864504394	4	3	3	3
28507.547741739923	3	2	2	2
28520.642618975446	2	2	1	1
28533.73749621097	3	3	3	2
28546.8323734465	3	2	2	2
28559.927250682023	3	3	2	2
28573.02212791755	3	3	2	2
28586.11700515308	3	2	2	2
28599.2118823886	2	2	1	1
28612.30675962413	3	3	2	2
28625.401636859657	3	2	2	2
28638.49651409518	4	3	3	3
28651.59139133071	3	3	2	2
28664.68626856623	3	3	2	2
28677.781145801757	2	2	2	1
28690.876023037286	3	2	2	2
28703.97090027281	3	3	2	2
28717.065777508335	2	2	2	2
28730.160654743864	2	2	2	1
28743.255531979386	2	2	1	1
28756.350409214912	1	1	1	1
28769.445286450442	2	2	2	2
28782.540163685964	2	2	1	1
28795.635040921494	2	2	2	1
28808.729918157016	2	2	2	2
28821.824795392542	3	2	2	2
28834.91967262807	2	2	2	2
28848.014549863594	3	2	2	2
28861.10942709912	3	3	2	2
28874.20430433465	2	2	1	1
28887.29918157017	2	2	2	2
28900.394058805698	2	1	1	1
28913.488936041227	1	1	1	1
28926.58381327675	2	2	2	1
28939.67869051228	2	2	2	1
28952.7735677478	2	2	1	1
28965.868444983327	2	2	2	1
28978.963322218857	2	2	2	1
28992.05819945438	1	1	1	1
29005.153076689905	2	2	2	1
29018.247953925435	2	2	2	2
29031.342831160957	3	3	3	2
29044.437708396483	2	2	2	1
29057.53258563201	2	2	2	1
29070.627462867535	1	1	1	1
29083.722340103064	2	2	2	1
29096.817217338586	2	2	1	1
29109.912094574112	2	2	2	1
29123.006971809642	2	2	2	1
29136.101849045164	3	3	2	2
29149.19672628069	2	2	2	1
29162.29160351622	3	2	2	2
29175.386480751742	3	3	2	2
29188.481357987268	2	2	2	1
29201.576235222794	2	2	2	1
29214.67111245832	2	2	2	1
29227.76598969385	2	1	1	1
29240.86086692937	2	2	2	1
29253.955744164898	2	2	2	1
29267.050621400427	2	2	2	1
29280.14549863595	2	2	1	1
29293.240375871475	2	2	2	2
29306.335253107005	2	1	1	1
29319.430130342527	2	2	2	2
29332.525007578053	2	2	2	1
29345.61988481358	2	2	2	1
29358.714762049105	2	2	2	1
29371.809639284635	2	2	2	1
29384.904516520157	1	1	1	1
29397.999393755683	2	2	2	2
29411.094270991212	2	2	2	1
29424.189148226735	2	2	2	1
29437.28402546226	3	2	2	2
29450.37890269779	2	2	1	1
29463.473779933312	1	1	1	1
29476.56865716884	2	2	2	1
29489.663534404364	2	2	1	1
29502.75841163989	2	2	2	1
29515.85328887542	2	2	2	2
29528.948166110942	2	2	1	1
29542.043043346468	2	1	1	1
29555.137920581998	2	2	2	2
29568.23279781752	3	2	2	2
29581.327675053046	2	2	2	2
29594.422552288575	2	2	2	2
29607.517429524098	2	2	2	1
29620.612306759624	1	1	1	1
29633.70718399515	2	2	1	1
29646.802061230675	2	1	1	1
29659.896938466205	2	2	2	2
29672.991815701727	2	2	2	2
29686.086692937253	2	2	2	1
29699.181570172783	1	1	1	1
29712.276447408305	2	2	2	2
29725.37132464383	2	2	2	1
29738.466201879353	2	2	2	1
29751.561079114883	2	2	2	1
29764.65595635041	2	2	2	1
29777.750833585935	1	1	1	1
29790.84571082146	2	2	1	1
29803.94058805699	2	2	1	1
29817.035465292513	2	2	1	1
29830.13034252804	2	2	2	1
29843.225219763568	2	2	2	1
29856.32009699909	2	1	1	1
29869.414974234616	2	2	2	1
29882.50985147014	2	2	2	1
29895.604728705668	2	2	2	1
29908.699605941194	2	2	2	1
29921.79448317672	2	2	1	1
29934.889360412246	1	1	1	1
29947.984237647775	2	2	2	1
29961.079114883298	2	2	2	1
29974.173992118824	2	2	2	1
29987.268869354353	3	3	2	2
30000.363746589876	3	3	2	2
30013.4586238254	2	2	2	1
30026.553501060924	3	3	3	2
30039.648378296453	3	2	2	2
30052.74325553198	2	2	2	2
30065.838132767505	2	2	2	2
30078.93301000303	2	2	2	2
30092.02788723856	2	1	1	1
30105.122764474083	3	2	2	2
30118.21764170961	3	2	2	2
30131.31251894514	3	2	2	2
30144.40739618066	2	2	2	1
30157.502273416187	2	2	1	1
30170.59715065171	1	1	1	1
30183.69202788724	2	2	1	1
30196.786905122764	3	3	2	2
30209.88178235829	3	3	2	2
30222.976659593816	3	3	2	2
30236.071536829346	3	3	2	2
30249.166414064868	2	2	2	1
30262.261291300394	3	2	2	2
30275.356168535924	2	2	2	2
30288.451045771446	2	2	1	1
30301.545923006972	3	3	2	2
30314.640800242494	3	3	3	2
30327.735677478024	2	2	2	2
30340.83055471355	3	2	2	2
30353.925431949076	3	3	2	2
30367.0203091846	3	2	2	2
30380.11518642013	3	2	2	2
30393.210063655653	2	2	2	1
30406.30494089118	1	1	1	1
30419.3998181267	2	2	2	1
30432.49469536223	2	2	2	2
30445.589572597757	2	2	2	2
30458.68444983328	2	2	2	2
30471.77932706881	2	2	2	1
30484.874204304335	1	1	1	1
30497.96908153986	2	2	2	1
30511.063958775387	3	3	2	2
30524.158836010913	3	2	2	2
30537.25371324644	2	2	2	2
30550.348590481964	2	2	2	2
30563.443467717487	2	1	1	1
30576.538344953016	2	2	2	1
30589.633222188542	3	2	2	2
30602.728099424065	2	2	2	1
30615.822976659594	2	2	2	1
30628.91785389512	2	2	2	1
30642.012731130646	1	1	1	1
30655.107608366172	2	2	2	1
30668.202485601698	2	2	2	1
30681.297362837224	2	2	2	2
30694.39224007275	3	3	3	3
30707.487117308272	3	2	2	2
30720.5819945438	2	2	2	1
30733.676871779327	3	3	3	2
30746.77174901485	3	2	2	2
30759.86662625038	3	3	2	2
30772.961503485905	3	2	2	2
30786.05638072143	2	2	2	2
30799.151257956957	2	2	2	2
30812.246135192483	3	2	2	2
30825.34101242801	3	2	2	2
30838.435889663535	3	2	2	2
30851.530766899057	2	2	2	1
30864.625644134587	2	2	2	2
30877.720521370113	2	1	1	1
30890.815398605635	3	3	3	2
30903.910275841165	3	3	3	2
30917.00515307669	3	3	2	2
30930.100030312216	3	3	2	2
30943.194907547742	2	2	2	2
30956.28978478327	2	1	1	1
30969.384662018794	3	2	2	2
30982.47953925432	2	2	2	2
30995.574416489842	3	3	3	3
31008.669293725372	3	3	3	2
31021.764170960898	3	3	2	2
31034.85904819642	3	2	2	2
31047.95392543195	3	2	2	2
31061.048802667476	3	3	3	3
31074.143679902998	2	2	1	1
31087.238557138528	2	2	2	1
31100.333434374053	2	2	2	1
31113.42831160958	1	1	1	1
31126.523188845105	2	2	2	2
31139.618066080628	2	2	2	1
31152.712943316157	3	3	3	2
31165.807820551683	3	3	3	3
31178.902697787205	3	2	2	2
31191.997575022735	2	2	1	1
31205.09245225826	2	2	2	1
31218.187329493783	3	2	2	2
31231.282206729313	3	2	2	2
31244.377083964835	2	2	2	2
31257.471961200365	2	2	2	1
31270.56683843589	1	1	1	1
31283.661715671413	2	2	2	1
31296.756592906942	2	2	2	1
31309.85147014247	2	2	2	1
31322.94634737799	2	2	2	1
31336.04122461352	2	2	2	1
31349.136101849046	1	1	1	1
31362.23097908457	4	4	4	3
31375.325856320098	4	3	3	3
31388.42073355562	3	3	3	3
31401.51561079115	3	3	3	2
31414.610488026676	3	3	3	3
31427.705365262198	3	2	2	2
31440.800242497728	3	3	2	2
31453.895119733254	3	3	2	2
31466.989996968776	3	3	2	2
31480.084874204305	3	3	2	2
31493.17975143983	3	3	3	2
31506.274628675354	2	2	2	2
31519.369505910883	3	3	2	2
31532.464383146405	2	2	2	1
31545.559260381935	2	2	2	1
31558.65413761746	2	2	2	1
31571.749014852983	2	2	2	2
31584.843892088513	2	1	1	1
31597.93876932404	2	2	2	1
31611.03364655956	2	2	2	1
31624.12852379509	2	2	2	1
31637.223401030617	2	2	2	1
31650.31827826614	2	2	2	1
31663.41315550167	1	1	1	1
31676.50803273719	2	2	2	1
31689.60290997272	3	3	3	2
31702.697787208246	3	2	2	2
31715.79266444377	3	3	2	2
31728.887541679298	3	2	2	2
31741.982418914824	2	2	1	1
31755.077296150346	3	2	2	2
31768.172173385876	3	2	2	2
31781.2670506214	3	2	2	2
31794.361927856924	2	2	2	2
31807.456805092454	3	3	2	2
31820.551682327976	3	2	2	2
31833.646559563505	2	2	2	1
31846.74143679903	3	2	2	2
31859.836314034554	2	2	1	1
31872.931191270083	2	2	2	1
31886.02606850561	2	2	2	1
31899.12094574113	1	1	1	1
31912.21582297666	2	2	2	1
31925.310700212183	2	2	2	1
31938.40557744771	2	2	1	1
31951.50045468324	2	2	1	1
31964.59533191876	2	2	2	1
31977.69020915429	1	1	1	1
31990.785086389817	2	2	2	1
32003.87996362534	3	2	2	2
32016.97484086087	2	2	2	1
32030.069718096394	2	2	2	2
32043.164595331917	2	2	2	2
32056.259472567446	2	1	1	1
32069.35434980297	2	2	2	2
32082.449227038494	2	2	2	1
32095.544104274024	2	2	2	2
32108.638981509546	2	2	2	2
32121.733858745076	3	3	3	2
32134.8287359806	2	2	2	2
32147.923613216124	2	2	2	1
32161.018490451654	2	2	2	1
32174.11336768718	2	2	2	1
32187.208244922702	2	2	2	1
32200.30312215823	2	2	2	2
32213.397999393754	2	1	1	1
32226.49287662928	2	2	2	2
32239.58775386481	3	3	3	2
32252.68263110033	2	2	2	1
32265.77750833586	2	2	2	1
32278.872385571387	2	2	2	1
32291.96726280691	1	1	1	1
32305.06214004244	2	2	2	1
32318.157017277965	3	2	2	2
32331.251894513487	2	2	2	2
32344.346771749017	2	2	2	1
32357.44164898454	2	2	2	1
32370.536526220065	1	1	1	1
32383.631403455594	2	2	2	1
32396.726280691117	2	2	2	1
32409.821157926646	2	2	2	1
32422.916035162172	2	2	2	1
32436.010912397694	2	2	2	1
32449.105789633224	1	1	1	1
32462.20066686875	2	2	2	1
32475.295544104272	2	2	2	1
32488.390421339802	2	2	2	1
32501.485298575324	2	2	2	2
32514.58017581085	2	1	1	1
32527.67505304638	1	1	1	1
32540.769930281902	2	2	2	2
32553.86480751743	3	3	3	3
32566.959684752957	3	2	2	2
32580.05456198848	2	2	2	1
32593.14943922401	2	2	2	1
32606.24431645953	1	1	1	1
32619.339193695057	2	2	2	1
32632.434070930587	2	2	2	1
32645.52894816611	3	3	3	2
32658.623825401635	3	3	2	2
32671.718702637165	3	3	3	3
32684.813579872687	3	2	2	2
32697.908457108217	3	2	2	2
32711.003334343743	2	2	2	2
32724.098211579265	2	2	2	1
32737.193088814794	2	2	2	2
32750.287966050317	2	2	2	2
32763.382843285843	2	1	1	1
32776.47772052137	2	2	2	1
32789.572597756895	2	2	2	1
32802.66747499242	2	2	2	1
32815.76235222795	2	2	2	2
32828.85722946347	2	2	2	2
32841.952106699	2	1	1	1
32855.046983934524	2	2	2	1
32868.14186117005	2	2	2	1
32881.236738405576	3	2	2	2
32894.3316156411	3	3	3	2
32907.42649287663	3	3	2	2
32920.521370112154	2	2	2	1
32933.61624734768	3	3	2	2
32946.711124583206	3	3	2	2
32959.80600181873	3	3	3	2
32972.90087905426	3	3	3	2
32985.99575628978	3	3	2	2
32999.09063352531	2	2	2	1
33012.185510760835	3	3	3	3
33025.28038799636	3	3	2	2
33038.37526523189	2	2	1	1
33051.47014246741	2	2	2	1
33064.56501970294	2	2	2	1
33077.659896938465	2	2	2	1
33090.75477417399	3	2	2	2
33103.84965140952	2	2	2	2
33116.94452864504	2	2	1	1
33130.03940588057	2	2	2	2
33143.134283116095	2	2	2	1
33156.22916035162	1	1	1	1
