Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m04
36967.02127659575	3	2	2	2
36981.382978723406	3	3	2	2
36995.744680851065	3	3	3	2
37010.10638297872	3	3	2	2
37024.46808510638	3	3	3	3
37038.82978723404	3	3	3	2
37053.19148936171	3	2	2	2
37067.553191489365	3	3	2	2
37081.914893617024	3	3	3	2
37096.27659574468	2	2	2	2
37110.63829787234	2	2	2	2
37125.0	3	3	3	2
37139.36170212766	2	2	2	2
37153.72340425532	3	3	2	2
37168.085106382976	3	3	3	2
37182.446808510635	3	3	3	2
37196.80851063829	3	3	3	2
37211.17021276596	3	2	2	2
37225.53191489362	2	2	2	1
37239.89361702128	3	3	3	3
37254.255319148935	3	3	3	2
37268.617021276594	4	4	3	3
37282.97872340425	3	3	3	2
37297.34042553192	3	3	2	2
37311.70212765958	2	2	2	2
37326.063829787236	3	3	3	2
37340.425531914894	3	3	2	2
37354.78723404255	3	3	3	2
37369.14893617021	3	3	3	2
37383.51063829787	3	3	3	3
37397.872340425536	3	2	2	2
37412.234042553195	3	3	2	2
37426.59574468085	3	3	3	2
37440.95744680851	3	3	3	2
37455.31914893617	2	2	2	1
37469.68085106383	3	3	3	2
37484.04255319149	2	2	2	2
37498.40425531915	3	3	2	2
37512.765957446805	3	3	3	2
37527.127659574464	3	3	2	2
37541.48936170213	3	3	2	2
37555.85106382979	3	3	3	3
37570.21276595745	3	2	2	2
37584.574468085106	3	3	2	2
37598.936170212764	3	3	3	3
37613.29787234042	3	2	2	2
37627.65957446808	3	3	3	3
37642.02127659575	2	2	1	1
37656.382978723406	2	2	1	1
37670.744680851065	3	3	3	3
37685.10638297872	3	3	3	2
37699.46808510638	3	3	3	2
37713.82978723404	3	3	3	2
37728.19148936171	3	3	3	3
37742.553191489365	3	2	2	2
37756.914893617024	3	2	2	2
37771.27659574468	3	3	3	2
37785.63829787234	3	3	2	2
37800.0	3	3	3	2
37814.36170212766	3	3	3	2
37828.72340425532	3	2	2	2
37843.085106382976	3	3	3	2
37857.446808510635	3	3	3	2
37871.80851063829	3	3	2	2
37886.17021276596	3	3	2	2
37900.53191489362	3	3	3	2
37914.89361702128	2	2	2	2
37929.255319148935	4	3	3	3
37943.617021276594	3	3	3	3
37957.97872340425	4	3	3	3
37972.34042553192	3	3	3	2
37986.70212765958	3	3	3	2
38001.063829787236	2	2	2	2
38015.425531914894	3	3	3	2
38029.78723404255	4	3	3	3
38044.14893617021	3	3	3	2
38058.51063829787	3	3	3	3
38072.872340425536	3	3	3	2
38087.234042553195	2	2	2	2
38101.59574468085	3	3	3	2
38115.95744680851	3	3	3	2
38130.31914893617	3	3	3	2
38144.68085106383	3	3	3	2
38159.04255319149	3	3	3	2
38173.40425531915	2	2	2	2
38187.765957446805	3	3	3	2
38202.127659574464	3	3	3	3
38216.48936170213	3	3	2	2
38230.85106382979	4	4	3	3
38245.21276595745	3	3	3	2
38259.574468085106	2	2	2	2
38273.936170212764	3	3	2	2
38288.29787234042	3	2	2	2
38302.65957446808	3	3	3	2
38317.02127659575	3	3	3	3
38331.382978723406	3	3	3	3
38345.744680851065	3	2	2	2
38360.10638297872	2	2	2	2
38374.46808510638	3	3	3	2
38388.82978723404	3	3	3	3
38403.19148936171	3	3	3	2
38417.553191489365	3	3	2	2
38431.914893617024	2	2	2	1
38446.27659574468	3	3	3	2
38460.63829787234	3	3	3	2
38475.0	3	3	2	2
38489.36170212766	3	3	3	2
38503.72340425532	3	3	3	3
38518.085106382976	3	2	2	2
38532.446808510635	3	3	3	3
38546.80851063829	3	3	2	2
38561.17021276596	3	2	2	2
38575.53191489362	3	3	3	2
38589.89361702128	3	3	3	3
38604.255319148935	3	2	2	2
38618.617021276594	3	3	3	3
38632.97872340425	3	3	2	2
38647.34042553192	3	3	2	2
38661.70212765958	3	3	3	3
38676.063829787236	3	3	3	2
38690.425531914894	2	2	2	2
38704.78723404255	3	3	2	2
38719.14893617021	3	3	2	2
38733.51063829787	3	3	2	2
38747.872340425536	3	3	3	2
38762.234042553195	3	3	3	2
38776.59574468085	2	2	2	2
38790.95744680851	2	2	2	2
38805.31914893617	3	3	3	2
38819.68085106383	3	3	3	3
38834.04255319149	3	3	3	2
38848.40425531915	3	3	3	3
38862.765957446805	3	3	3	2
38877.127659574464	3	3	2	2
38891.48936170213	3	3	3	2
38905.85106382979	3	3	3	3
38920.21276595745	3	3	3	2
38934.574468085106	3	3	3	2
38948.936170212764	2	2	2	2
38963.29787234042	3	3	3	3
38977.65957446808	4	4	4	3
38992.02127659575	3	3	3	2
39006.382978723406	2	2	2	2
39020.744680851065	3	3	3	2
39035.10638297872	2	2	2	2
39049.46808510638	3	3	2	2
39063.82978723404	3	3	2	2
39078.19148936171	3	3	3	3
39092.553191489365	3	3	3	2
39106.914893617024	3	3	2	2
39121.27659574468	2	2	2	1
39135.63829787234	3	3	3	2
39150.0	3	3	3	2
39164.36170212766	3	3	3	3
39178.72340425532	3	2	2	2
39193.085106382976	3	2	2	2
39207.446808510635	2	2	2	2
39221.80851063829	3	3	3	2
39236.17021276596	3	3	3	2
39250.53191489362	3	3	3	3
39264.89361702128	3	3	3	3
39279.255319148935	3	3	2	2
39293.617021276594	2	2	2	2
39307.97872340425	3	3	3	2
39322.34042553192	3	3	3	2
39336.70212765958	3	3	2	2
39351.063829787236	3	3	3	2
39365.425531914894	3	3	3	2
39379.78723404255	3	2	2	2
39394.14893617021	2	2	2	1
39408.51063829787	3	3	2	2
39422.872340425536	3	3	3	2
39437.234042553195	3	3	3	2
39451.59574468085	3	3	3	2
39465.95744680851	2	2	2	2
39480.31914893617	3	3	3	3
39494.68085106383	3	3	3	2
39509.04255319149	3	2	2	2
39523.40425531915	3	3	3	3
39537.765957446805	3	3	2	2
39552.127659574464	2	2	2	2
39566.48936170213	3	3	2	2
39580.85106382979	3	3	3	2
39595.21276595745	3	3	3	2
39609.574468085106	3	3	3	3
39623.936170212764	4	3	3	3
39638.29787234042	3	3	2	2
39652.65957446808	3	3	3	3
39667.02127659575	3	3	3	3
39681.382978723406	3	3	3	3
39695.744680851065	3	3	3	2
39710.10638297872	3	3	3	2
39724.46808510638	2	2	2	2
39738.82978723404	3	3	3	3
39753.19148936171	3	3	3	2
39767.553191489365	3	3	2	2
39781.914893617024	3	2	2	2
39796.27659574468	3	3	2	2
39810.63829787234	2	2	2	2
39825.0	4	3	3	3
39839.36170212766	3	3	3	3
39853.72340425532	3	3	3	3
39868.085106382976	3	3	2	2
39882.446808510635	3	3	3	2
39896.80851063829	2	2	2	2
39911.17021276596	3	3	3	2
39925.53191489362	3	3	3	2
39939.89361702128	3	3	3	2
39954.255319148935	3	3	3	2
39968.617021276594	3	3	3	2
39982.97872340425	2	2	2	2
39997.34042553192	3	3	3	2
40011.70212765958	3	3	2	2
40026.063829787236	2	2	1	1
40040.425531914894	3	3	3	2
40054.78723404255	3	3	3	3
40069.14893617021	3	2	2	2
40083.51063829787	3	3	3	2
40097.872340425536	3	3	3	2
40112.234042553195	3	2	2	2
40126.59574468085	3	3	2	2
40140.95744680851	3	3	3	3
40155.31914893617	3	2	2	2
40169.68085106383	3	3	3	3
40184.04255319149	3	3	2	2
40198.40425531915	3	3	3	2
40212.765957446805	4	3	3	3
40227.127659574464	3	3	3	2
40241.48936170213	2	2	2	2
40255.85106382979	3	3	2	2
40270.21276595745	4	4	3	3
40284.574468085106	3	3	3	3
40298.936170212764	4	4	3	3
40313.29787234042	3	3	3	2
40327.65957446808	2	2	2	2
40342.02127659575	4	3	3	3
40356.382978723406	3	3	3	2
40370.744680851065	3	3	3	3
40385.10638297872	3	3	3	2
40399.46808510638	3	3	3	2
40413.82978723404	2	2	2	2
40428.19148936171	3	3	3	3
40442.553191489365	3	3	3	2
40456.914893617024	3	3	2	2
40471.27659574468	3	3	2	2
40485.63829787234	3	3	2	2
40500.0	2	2	2	1
40514.36170212766	3	2	2	2
40528.72340425532	3	3	3	2
40543.085106382976	3	3	3	3
40557.446808510635	3	3	2	2
40571.80851063829	4	3	3	3
40586.17021276596	3	3	2	2
40600.53191489362	3	2	2	2
40614.89361702128	3	3	3	2
40629.255319148935	3	3	3	2
40643.617021276594	3	3	2	2
40657.97872340425	3	3	2	2
40672.34042553192	2	2	2	2
40686.70212765958	3	3	2	2
40701.063829787236	3	2	2	2
40715.425531914894	3	3	2	2
40729.78723404255	3	3	3	2
40744.14893617021	3	3	3	2
40758.51063829787	2	2	2	2
40772.872340425536	3	3	3	2
40787.234042553195	3	3	2	2
40801.59574468085	3	3	3	3
40815.95744680851	3	3	3	3
40830.31914893617	3	3	3	2
40844.68085106383	2	2	2	2
40859.04255319149	3	3	3	3
40873.40425531915	3	3	3	3
40887.765957446805	3	3	2	2
40902.127659574464	3	3	2	2
40916.48936170213	3	3	3	2
40930.85106382979	2	2	2	2
40945.21276595745	3	3	3	2
40959.574468085106	3	3	3	3
40973.936170212764	3	3	3	3
40988.29787234042	3	3	3	2
41002.65957446808	3	3	3	2
41017.02127659575	2	2	2	2
41031.382978723406	3	3	3	2
41045.744680851065	3	3	3	2
41060.10638297872	3	3	3	3
41074.46808510638	4	4	3	3
41088.82978723404	3	3	3	2
41103.19148936171	2	2	2	2
41117.553191489365	2	2	1	1
41131.914893617024	3	3	3	3
41146.27659574468	3	3	3	2
41160.63829787234	3	3	3	2
41175.0	3	3	3	3
41189.36170212766	3	2	2	2
41203.72340425532	3	2	2	2
41218.085106382976	3	3	3	2
41232.446808510635	3	3	3	3
41246.80851063829	3	3	2	2
41261.17021276596	3	2	2	2
41275.53191489362	2	2	1	1
41289.89361702128	4	3	3	3
41304.255319148935	3	3	3	2
41318.617021276594	3	2	2	2
41332.97872340425	3	3	2	2
41347.34042553192	4	3	3	3
41361.70212765958	3	3	2	2
41376.063829787236	3	3	3	2
41390.425531914894	3	3	3	2
41404.78723404255	3	3	3	2
41419.14893617021	3	3	3	2
41433.51063829787	4	3	3	3
41447.872340425536	3	3	2	2
41462.234042553195	3	3	3	2
41476.59574468085	3	3	3	2
41490.95744680851	3	3	3	2
41505.31914893617	3	3	2	2
41519.68085106383	4	3	3	3
41534.04255319149	3	3	2	2
41548.40425531915	3	3	2	2
41562.765957446805	3	3	3	3
41577.127659574464	4	3	3	3
41591.48936170213	3	3	3	2
41605.85106382979	3	3	3	2
41620.21276595745	2	2	2	2
41634.574468085106	3	3	3	2
41648.936170212764	3	3	3	2
41663.29787234042	3	3	3	2
41677.65957446808	3	3	2	2
41692.02127659575	3	3	3	2
41706.382978723406	2	2	2	2
41720.744680851065	3	3	3	2
41735.10638297872	3	3	3	2
41749.46808510638	3	3	2	2
41763.82978723404	3	3	3	2
41778.19148936171	3	2	2	2
41792.553191489365	2	2	1	1
41806.914893617024	3	3	3	2
41821.27659574468	3	3	3	3
41835.63829787234	3	3	2	2
41850.0	3	3	2	2
41864.36170212766	3	3	3	2
41878.72340425532	2	2	2	2
41893.085106382976	3	3	3	3
41907.446808510635	2	2	2	2
41921.80851063829	4	3	3	3
41936.17021276596	3	3	3	3
41950.53191489362	3	3	3	2
41964.89361702128	3	2	2	2
41979.255319148935	3	3	3	3
41993.617021276594	3	3	2	2
42007.97872340425	3	3	3	3
42022.34042553192	3	3	3	2
42036.70212765958	3	3	3	3
42051.063829787236	3	2	2	2
42065.425531914894	3	3	3	3
42079.78723404255	2	2	2	2
42094.14893617021	3	3	3	3
42108.51063829787	3	2	2	2
42122.872340425536	3	3	3	2
42137.234042553195	2	2	2	2
42151.59574468085	3	3	3	3
42165.95744680851	3	3	3	3
42180.31914893617	3	3	3	3
42194.68085106383	3	2	2	2
42209.04255319149	3	3	2	2
42223.40425531915	2	2	2	1
42237.765957446805	3	3	3	2
42252.127659574464	3	3	2	2
42266.48936170213	4	3	3	3
42280.85106382979	3	2	2	2
42295.21276595745	3	3	3	2
42309.574468085106	2	2	2	2
42323.936170212764	3	3	2	2
42338.29787234042	3	3	2	2
42352.65957446808	3	3	3	2
42367.02127659575	3	3	3	3
42381.382978723406	3	3	3	3
42395.744680851065	3	3	2	2
42410.10638297872	3	3	3	3
42424.46808510638	3	3	3	3
42438.82978723404	3	3	3	2
42453.19148936171	3	3	3	2
42467.553191489365	3	3	2	2
42481.914893617024	2	2	2	2
42496.27659574468	3	3	2	2
42510.63829787234	3	3	2	2
42525.0	3	3	2	2
42539.36170212766	3	3	3	2
42553.72340425532	3	3	3	3
42568.085106382976	3	2	2	2
42582.446808510635	3	3	3	2
42596.80851063829	3	2	2	2
42611.17021276596	3	3	3	2
42625.53191489362	3	2	2	2
42639.89361702128	4	3	3	3
42654.255319148935	3	3	2	2
42668.617021276594	4	3	3	3
42682.97872340425	3	3	3	3
42697.34042553192	3	3	3	3
42711.70212765958	3	3	3	2
42726.063829787236	4	3	3	3
42740.425531914894	3	3	2	2
42754.78723404255	3	3	2	2
42769.14893617021	3	3	2	2
42783.51063829787	3	3	3	2
42797.872340425536	3	3	3	3
42812.234042553195	4	3	3	3
42826.59574468085	3	3	2	2
42840.95744680851	3	3	3	2
42855.31914893617	3	3	2	2
42869.68085106383	3	3	3	2
42884.04255319149	3	3	3	3
42898.40425531915	3	3	3	2
42912.765957446805	2	2	2	2
42927.127659574464	3	3	3	2
42941.48936170213	4	3	3	3
42955.85106382979	3	3	3	3
42970.21276595745	3	3	3	2
42984.574468085106	3	3	2	2
42998.936170212764	2	2	2	1
43013.29787234042	3	3	3	3
43027.65957446808	3	3	2	2
43042.02127659575	3	3	3	2
43056.382978723406	3	3	3	2
43070.744680851065	3	3	3	2
43085.10638297872	2	2	2	2
43099.46808510638	3	3	2	2
43113.82978723404	3	3	3	2
43128.19148936171	3	3	3	2
43142.553191489365	3	3	3	2
43156.914893617024	3	3	3	2
43171.27659574468	2	2	2	2
43185.63829787234	3	3	3	2
43200.0	3	3	2	2
43214.36170212766	3	3	2	2
43228.72340425532	3	2	2	2
43243.085106382976	3	3	3	3
43257.446808510635	3	3	2	2
43271.80851063829	4	4	3	3
43286.17021276596	3	3	3	3
43300.53191489362	3	3	3	2
43314.89361702128	3	3	2	2
43329.255319148935	3	3	3	2
43343.617021276594	2	2	2	2
43357.97872340425	3	3	2	2
43372.34042553191	2	1	1	1
43386.70212765957	2	2	2	2
43401.06382978723	3	3	3	2
43415.42553191489	3	3	3	2
43429.78723404255	2	2	2	2
43444.14893617021	3	3	3	3
43458.51063829787	3	3	2	2
43472.87234042553	3	3	3	2
43487.23404255319	3	3	2	2
43501.595744680846	4	3	3	3
43515.957446808505	3	3	2	2
43530.31914893616	3	3	3	3
43544.68085106384	3	3	3	2
43559.042553191495	3	3	3	3
43573.404255319154	3	3	3	2
43587.76595744681	3	3	3	3
43602.12765957447	3	2	2	2
43616.48936170213	3	3	3	2
43630.85106382979	3	3	3	2
43645.21276595745	3	3	2	2
43659.57446808511	3	3	2	2
43673.93617021277	3	2	2	2
43688.29787234043	2	2	2	1
43702.65957446809	3	3	2	2
43717.02127659575	3	3	3	2
43731.382978723406	3	3	3	3
43745.744680851065	3	3	3	3
43760.10638297872	3	3	3	3
43774.46808510638	3	2	2	2
43788.82978723404	3	3	3	2
43803.19148936171	3	3	3	2
43817.553191489365	3	3	2	2
43831.914893617024	3	3	3	3
43846.27659574468	3	3	3	2
43860.63829787234	2	2	2	2
43875.0	3	3	3	3
43889.36170212766	3	3	2	2
43903.72340425532	3	3	3	3
43918.085106382976	3	3	3	2
43932.446808510635	3	3	3	3
43946.80851063829	3	2	2	2
43961.17021276596	4	3	3	3
43975.53191489362	3	3	3	2
43989.89361702128	3	3	3	3
44004.255319148935	3	3	3	2
44018.617021276594	3	2	2	2
44032.97872340425	2	2	2	2
44047.34042553191	3	3	2	2
44061.70212765957	3	3	3	3
44076.06382978723	3	3	2	2
44090.42553191489	3	3	3	3
44104.78723404255	3	3	3	3
44119.14893617021	3	2	2	2
44133.51063829787	3	3	2	2
44147.87234042553	3	3	3	3
44162.23404255319	3	3	3	3
44176.595744680846	3	3	2	2
44190.957446808505	3	3	3	3
44205.31914893616	3	2	2	2
44219.68085106384	3	3	3	2
44234.042553191495	3	3	3	2
44248.404255319154	3	3	3	3
44262.76595744681	3	3	3	2
44277.12765957447	3	3	3	2
44291.48936170213	2	2	2	2
44305.85106382979	3	3	3	2
44320.21276595745	3	3	3	3
44334.57446808511	3	3	3	2
44348.93617021277	3	3	3	2
44363.29787234043	3	3	3	2
44377.65957446809	2	2	2	2
44392.02127659575	3	3	3	2
44406.382978723406	3	3	3	3
44420.744680851065	3	3	3	2
44435.10638297872	3	3	2	2
44449.46808510638	3	3	3	3
44463.82978723404	3	2	2	2
44478.19148936171	3	3	3	3
44492.553191489365	3	3	3	2
44506.914893617024	3	3	3	3
44521.27659574468	3	3	3	2
44535.63829787234	3	3	2	2
44550.0	2	2	2	1
44564.36170212766	3	3	3	2
44578.72340425532	3	3	3	3
44593.085106382976	3	3	3	2
44607.446808510635	4	3	3	3
44621.80851063829	3	3	3	2
44636.17021276596	2	2	2	2
44650.53191489362	3	3	2	2
44664.89361702128	3	3	3	3
44679.255319148935	4	3	3	3
44693.617021276594	3	3	3	2
44707.97872340425	3	3	3	2
44722.34042553191	2	2	2	2
44736.70212765957	3	3	3	2
44751.06382978723	3	3	2	2
44765.42553191489	3	3	2	2
44779.78723404255	3	3	3	2
44794.14893617021	3	3	3	3
44808.51063829787	3	2	2	2
44822.87234042553	3	3	3	3
44837.23404255319	3	3	2	2
44851.595744680846	2	2	2	2
44865.957446808505	3	2	2	2
44880.31914893616	3	3	2	2
44894.68085106384	2	2	2	1
44909.042553191495	3	3	3	2
44923.404255319154	4	4	3	3
44937.76595744681	3	3	2	2
44952.12765957447	3	3	3	3
44966.48936170213	3	3	2	2
44980.85106382979	2	2	2	1
44995.21276595745	3	2	2	2
45009.57446808511	3	3	2	2
45023.93617021277	3	3	3	3
45038.29787234043	3	3	3	3
45052.65957446809	3	3	3	2
45067.02127659575	2	2	2	2
45081.382978723406	3	3	3	2
45095.744680851065	3	3	2	2
45110.10638297872	3	3	2	2
45124.46808510638	3	3	3	3
45138.82978723404	3	3	3	3
45153.19148936171	3	2	2	2
45167.553191489365	3	3	2	2
45181.914893617024	4	3	3	3
45196.27659574468	3	3	2	2
45210.63829787234	3	3	2	2
45225.0	3	3	3	2
45239.36170212766	2	2	2	2
45253.72340425532	3	3	2	2
45268.085106382976	3	3	3	2
45282.446808510635	3	3	3	3
45296.80851063829	3	3	3	2
45311.17021276596	4	3	3	3
45325.53191489362	3	3	2	2
45339.89361702128	3	3	3	2
45354.255319148935	2	2	2	1
45368.617021276594	4	3	3	3
45382.97872340425	3	3	3	3
45397.34042553191	3	3	3	3
45411.70212765957	3	2	2	2
45426.06382978723	3	3	3	3
45440.42553191489	3	3	3	3
45454.78723404255	4	3	3	3
45469.14893617021	4	3	3	3
45483.51063829787	3	3	2	2
45497.87234042553	2	2	2	1
45512.23404255319	3	3	3	2
45526.595744680846	3	3	3	2
45540.957446808505	3	3	3	2
45555.31914893616	3	3	3	3
45569.68085106384	3	3	3	2
45584.042553191495	2	2	2	2
45598.404255319154	3	3	3	3
45612.76595744681	3	3	2	2
45627.12765957447	3	3	2	2
45641.48936170213	3	3	3	2
45655.85106382979	3	3	2	2
45670.21276595745	2	2	2	2
45684.57446808511	3	3	3	3
45698.93617021277	3	3	3	3
45713.29787234043	3	3	3	3
45727.65957446809	3	3	2	2
45742.02127659575	3	3	3	2
45756.382978723406	2	2	2	2
45770.744680851065	3	3	3	2
45785.10638297872	2	2	2	2
45799.46808510638	3	3	3	2
45813.82978723404	3	2	2	2
45828.19148936171	3	3	3	3
45842.553191489365	3	2	2	2
45856.914893617024	3	2	2	2
45871.27659574468	3	3	2	2
45885.63829787234	3	3	2	2
45900.0	3	3	3	3
45914.36170212766	2	2	2	2
45928.72340425532	2	2	1	1
45943.085106382976	3	3	3	3
45957.446808510635	3	3	3	2
45971.80851063829	3	3	2	2
45986.17021276596	3	3	2	2
46000.53191489362	3	3	3	2
46014.89361702128	2	2	2	2
46029.255319148935	3	3	3	2
46043.617021276594	4	4	3	3
46057.97872340425	3	3	3	3
46072.34042553191	3	2	2	2
46086.70212765957	3	3	3	3
46101.06382978723	3	2	2	2
46115.42553191489	3	3	3	2
46129.78723404255	3	3	3	2
46144.14893617021	3	3	3	2
46158.51063829787	4	3	3	3
46172.87234042553	3	3	3	2
46187.23404255319	2	2	2	2
46201.595744680846	3	2	2	2
46215.957446808505	3	3	2	2
46230.31914893616	4	3	3	3
46244.68085106384	3	3	3	2
46259.042553191495	3	3	3	2
46273.404255319154	2	2	2	2
46287.76595744681	3	2	2	2
46302.12765957447	3	2	2	2
46316.48936170213	3	3	3	3
46330.85106382979	3	3	2	2
46345.21276595745	3	3	2	2
46359.57446808511	2	2	2	2
46373.93617021277	3	3	3	2
46388.29787234043	3	3	2	2
46402.65957446809	3	3	3	3
46417.02127659575	3	3	3	3
46431.382978723406	3	3	3	3
46445.744680851065	3	2	2	2
46460.10638297872	3	3	3	2
46474.46808510638	3	2	2	2
46488.82978723404	3	3	3	2
46503.19148936171	3	3	3	2
46517.553191489365	3	2	2	2
46531.914893617024	2	2	2	1
46546.27659574468	3	3	2	2
46560.63829787234	3	2	2	2
46575.0	3	3	2	2
46589.36170212766	3	3	2	2
46603.72340425532	3	2	2	2
46618.085106382976	2	2	2	1
46632.446808510635	3	3	3	2
46646.80851063829	3	3	3	2
46661.17021276596	3	3	3	2
46675.53191489362	3	3	3	3
46689.89361702128	3	3	3	3
46704.255319148935	3	2	2	2
46718.617021276594	3	3	3	3
46732.97872340425	3	3	2	2
46747.34042553191	3	3	3	2
46761.70212765957	3	3	2	2
46776.06382978723	3	3	2	2
46790.42553191489	2	2	2	1
46804.78723404255	3	3	3	3
46819.14893617021	3	3	3	3
46833.51063829787	3	3	3	2
46847.87234042553	3	2	2	2
46862.23404255319	3	3	3	2
46876.595744680846	2	2	2	2
46890.957446808505	4	3	3	3
46905.31914893616	3	3	3	2
46919.68085106384	3	3	3	2
46934.042553191495	3	3	3	3
46948.404255319154	3	2	2	2
46962.76595744681	2	2	2	1
46977.12765957447	3	3	2	2
46991.48936170213	4	3	3	3
47005.85106382979	3	3	3	3
47020.21276595745	3	3	3	2
47034.57446808511	3	3	3	3
47048.93617021277	3	2	2	2
47063.29787234043	3	3	2	2
47077.65957446809	3	3	3	3
47092.02127659575	3	3	3	2
47106.382978723406	3	3	2	2
47120.744680851065	3	3	3	2
47135.10638297872	2	2	2	2
47149.46808510638	3	3	2	2
47163.82978723404	3	3	2	2
47178.19148936171	3	3	3	2
47192.553191489365	3	3	3	2
47206.914893617024	3	3	2	2
47221.27659574468	2	2	2	1
47235.63829787234	3	3	2	2
47250.0	3	3	2	2
47264.36170212766	3	3	2	2
47278.72340425532	3	3	3	2
47293.085106382976	3	3	2	2
47307.446808510635	2	2	2	1
47321.80851063829	3	3	3	2
47336.17021276596	3	3	2	2
47350.53191489362	3	3	3	2
47364.89361702128	3	3	3	3
47379.255319148935	3	3	3	2
47393.617021276594	2	2	2	2
47407.97872340425	3	3	3	3
47422.34042553191	3	3	3	2
47436.70212765957	3	3	3	2
47451.06382978723	3	3	3	2
47465.42553191489	3	3	3	3
47479.78723404255	3	2	2	2
47494.14893617021	3	3	3	3
47508.51063829787	3	3	3	2
47522.87234042553	3	3	2	2
47537.23404255319	3	3	3	2
47551.595744680846	3	3	2	2
47565.957446808505	2	2	2	1
47580.31914893616	3	3	3	2
47594.68085106384	3	3	3	2
47609.042553191495	3	3	2	2
47623.404255319154	3	3	3	2
47637.76595744681	3	3	2	2
47652.12765957447	2	2	2	1
47666.48936170213	3	3	3	3
47680.85106382979	3	3	3	2
47695.21276595745	3	3	3	2
47709.57446808511	3	3	3	3
47723.93617021277	3	3	3	3
47738.29787234043	3	3	3	2
47752.65957446809	4	3	3	3
47767.02127659575	3	2	2	2
47781.382978723406	3	3	3	3
47795.744680851065	3	3	3	2
47810.10638297872	3	3	3	2
47824.46808510638	2	2	2	2
47838.82978723404	3	3	3	3
47853.19148936171	3	3	2	2
47867.553191489365	3	3	3	2
47881.914893617024	3	3	3	3
47896.27659574468	3	3	3	3
47910.63829787234	3	2	2	2
47925.0	3	3	2	2
47939.36170212766	3	3	3	2
47953.72340425532	3	3	3	2
47968.085106382976	4	3	3	3
47982.446808510635	4	4	3	3
47996.80851063829	3	3	3	2
48011.17021276596	3	3	3	3
48025.53191489362	3	3	3	2
48039.89361702128	3	3	3	3
48054.255319148935	3	3	3	2
48068.617021276594	3	3	3	2
48082.97872340425	2	2	2	2
48097.34042553191	3	3	3	3
48111.70212765957	3	2	2	2
48126.06382978723	3	3	3	3
48140.42553191489	3	3	3	2
48154.78723404255	3	3	2	2
48169.14893617021	2	2	2	1
48183.51063829787	3	3	3	3
48197.87234042553	3	3	3	2
48212.23404255319	3	3	3	2
48226.595744680846	3	3	3	2
48240.957446808505	3	3	2	2
48255.31914893616	2	2	2	2
48269.68085106384	3	3	3	2
48284.042553191495	3	3	3	2
48298.404255319154	3	3	3	2
48312.76595744681	4	3	3	3
48327.12765957447	4	3	3	3
48341.48936170213	3	3	2	2
48355.85106382979	3	3	3	3
48370.21276595745	3	3	3	2
48384.57446808511	3	3	3	2
48398.93617021277	3	3	2	2
48413.29787234043	3	2	2	2
48427.65957446809	2	2	1	1
48442.02127659575	3	3	2	2
48456.382978723406	3	3	2	2
48470.744680851065	3	3	2	2
48485.10638297872	3	3	2	2
48499.46808510638	3	3	3	2
48513.82978723404	2	2	2	2
48528.19148936171	3	3	3	2
48542.553191489365	3	3	2	2
48556.914893617024	3	3	3	3
48571.27659574468	3	3	3	2
48585.63829787234	3	3	3	2
48600.0	2	2	2	2
48614.36170212766	3	3	2	2
48628.72340425532	3	3	3	2
48643.085106382976	3	3	2	2
48657.446808510635	3	2	2	2
48671.80851063829	3	3	2	2
48686.17021276596	2	2	2	1
48700.53191489362	3	3	2	2
48714.89361702128	3	3	3	2
48729.255319148935	3	3	3	2
48743.617021276594	3	3	3	2
48757.97872340425	4	3	3	3
48772.34042553191	3	3	2	2
48786.70212765957	3	3	2	2
48801.06382978723	3	3	3	2
48815.42553191489	3	3	3	3
48829.78723404255	3	3	3	2
48844.14893617021	3	3	3	2
48858.51063829787	2	2	2	2
48872.87234042553	3	3	3	3
48887.23404255319	3	3	3	2
48901.595744680846	3	3	2	2
48915.957446808505	3	3	2	2
48930.31914893616	3	3	2	2
48944.68085106384	2	2	2	1
48959.042553191495	3	3	2	2
48973.404255319154	3	3	3	2
48987.76595744681	4	3	3	3
49002.12765957447	3	3	3	3
49016.48936170213	3	3	3	2
49030.85106382979	2	2	2	2
49045.21276595745	3	3	3	3
49059.57446808511	3	3	2	2
49073.93617021277	3	3	3	2
49088.29787234043	3	3	3	3
49102.65957446809	3	3	3	3
49117.02127659575	3	2	2	2
49131.382978723406	3	3	3	3
49145.744680851065	3	3	3	2
49160.10638297872	3	3	3	2
49174.46808510638	3	3	3	2
49188.82978723404	3	3	3	2
49203.19148936171	3	2	2	2
49217.553191489365	3	3	2	2
49231.914893617024	3	3	2	2
49246.27659574468	3	3	3	3
49260.63829787234	3	3	3	2
49275.0	3	3	3	3
49289.36170212766	3	2	2	2
49303.72340425532	3	3	2	2
49318.085106382976	3	3	2	2
49332.446808510635	3	3	3	2
49346.80851063829	3	3	2	2
49361.17021276596	3	3	3	3
49375.53191489362	3	2	2	2
