Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube-m04
24922.50770811922	3	2	2	2
24937.307297019528	3	3	3	2
24952.106885919835	3	3	2	2
24966.90647482014	3	3	3	3
24981.706063720456	3	2	2	2
24996.505652620763	3	3	2	2
25011.30524152107	3	2	2	2
25026.104830421376	4	4	3	3
25040.904419321683	4	3	3	3
25055.704008221994	3	3	3	3
25070.5035971223	2	2	2	1
25085.30318602261	3	3	2	2
25100.102774922918	2	1	1	1
25114.90236382323	2	2	2	2
25129.701952723535	2	1	1	1
25144.501541623842	3	2	2	2
25159.30113052415	3	3	3	3
25174.100719424463	2	2	1	1
25188.90030832477	3	3	3	2
25203.699897225077	4	3	3	3
25218.499486125384	3	3	2	2
25233.299075025694	2	2	2	2
25248.098663926	3	3	3	2
25262.89825282631	3	3	3	2
25277.69784172662	3	3	2	2
25292.49743062693	3	3	3	2
25307.297019527236	2	2	2	2
25322.096608427542	3	3	2	2
25336.89619732785	3	3	3	2
25351.695786228163	2	2	2	2
25366.49537512847	3	3	2	2
25381.294964028777	2	2	2	1
25396.094552929084	2	2	1	1
25410.894141829394	3	2	2	2
25425.6937307297	4	4	3	3
25440.49331963001	2	2	2	2
25455.29290853032	3	3	2	2
25470.09249743063	3	2	2	2
25484.892086330936	2	2	2	1
25499.691675231243	2	2	2	1
25514.49126413155	3	2	2	2
25529.290853031864	2	2	2	2
25544.09044193217	3	2	2	2
25558.890030832477	3	3	2	2
25573.689619732784	2	2	2	2
25588.48920863309	2	2	1	1
25603.2887975334	3	3	3	3
25618.08838643371	3	3	3	2
25632.88797533402	4	4	4	3
25647.68756423433	3	3	2	2
25662.487153134636	3	2	2	2
25677.286742034943	3	2	2	2
25692.08633093525	2	2	1	1
25706.885919835557	2	1	1	1
25721.68550873587	2	2	2	1
25736.485097636178	4	3	3	3
25751.284686536485	3	3	3	3
25766.08427543679	3	2	2	2
25780.883864337102	4	4	3	3
25795.68345323741	4	3	3	3
25810.48304213772	2	2	2	2
25825.28263103803	3	3	2	2
25840.082219938336	3	3	2	2
25854.881808838643	3	2	2	2
25869.68139773895	2	2	2	2
25884.480986639257	2	2	1	1
25899.28057553957	2	2	2	1
25914.080164439878	3	2	2	2
25928.879753340185	2	2	1	1
25943.67934224049	2	2	1	1
25958.478931140802	3	3	3	3
25973.27852004111	2	2	2	1
25988.07810894142	3	3	3	2
26002.877697841726	3	3	3	3
26017.677286742037	3	2	2	2
26032.476875642344	3	2	2	2
26047.27646454265	3	3	3	2
26062.076053442957	3	3	3	3
26076.87564234327	3	3	2	2
26091.67523124358	3	3	2	2
26106.474820143885	2	2	2	2
26121.274409044192	3	3	3	2
26136.073997944502	2	2	2	2
26150.87358684481	2	2	2	2
26165.673175745116	3	2	2	2
26180.472764645427	3	2	2	2
26195.272353545737	2	2	2	1
26210.071942446044	2	2	2	1
26224.87153134635	2	2	2	2
26239.671120246658	3	3	3	3
26254.470709146965	2	2	1	1
26269.27029804728	2	2	2	2
26284.069886947585	2	2	2	2
26298.869475847892	3	3	3	3
26313.6690647482	3	3	2	2
26328.46865364851	2	2	2	2
26343.268242548816	3	3	3	2
26358.067831449127	2	1	1	1
26372.867420349437	2	1	1	1
26387.667009249744	2	2	1	1
26402.46659815005	2	2	1	1
26417.266187050358	2	2	1	1
26432.065775950665	2	2	2	1
26446.86536485098	3	2	2	2
26461.664953751286	3	2	2	2
26476.464542651593	2	2	1	1
26491.2641315519	2	2	2	1
26506.06372045221	3	3	3	2
26520.863309352517	3	2	2	2
26535.662898252827	3	3	2	2
26550.462487153138	2	2	2	1
26565.262076053445	2	2	2	2
26580.06166495375	4	3	3	3
26594.86125385406	3	2	2	2
26609.660842754365	3	3	2	2
26624.46043165468	2	2	2	1
26639.260020554986	2	2	2	1
26654.059609455293	2	2	2	2
26668.8591983556	3	3	2	2
26683.65878725591	2	2	2	2
26698.458376156217	4	3	3	3
26713.257965056524	4	3	3	3
26728.057553956834	3	3	3	3
26742.857142857145	4	4	3	3
26757.65673175745	3	3	2	2
26772.45632065776	3	2	2	2
26787.255909558065	3	3	2	2
26802.055498458372	3	3	2	2
26816.855087358686	2	2	2	2
26831.654676258993	3	3	2	2
26846.4542651593	3	3	2	2
26861.25385405961	3	2	2	2
26876.053442959917	3	3	3	3
26890.853031860224	2	2	2	2
26905.652620760535	2	2	2	1
26920.452209660845	3	3	2	2
26935.251798561152	3	3	3	2
26950.05138746146	3	3	3	3
26964.850976361766	3	3	3	3
26979.650565262073	3	3	3	3
26994.450154162387	3	3	3	2
27009.249743062694	3	3	2	2
27024.049331963	2	2	1	1
27038.84892086331	2	2	1	1
27053.648509763618	2	2	2	2
27068.448098663925	3	3	2	2
27083.247687564235	2	2	2	1
27098.047276464546	2	2	2	2
27112.846865364852	3	3	3	3
27127.64645426516	3	2	2	2
27142.446043165466	4	3	3	3
27157.245632065773	3	2	2	2
27172.045220966087	3	2	2	2
27186.844809866394	2	2	2	1
27201.6443987667	3	3	2	2
27216.443987667008	3	2	2	2
27231.243576567318	2	2	2	1
27246.043165467625	3	2	2	2
27260.84275436793	2	2	1	1
27275.642343268246	4	3	3	3
27290.441932168553	4	4	3	3
27305.24152106886	3	3	2	2
27320.041109969166	3	3	3	3
27334.840698869473	4	3	3	3
27349.640287769784	3	3	2	2
27364.439876670094	3	3	2	2
27379.2394655704	3	3	2	2
27394.039054470708	3	2	2	2
27408.83864337102	3	3	3	2
27423.638232271325	2	2	2	2
27438.437821171632	2	2	2	1
27453.237410071946	3	2	2	2
27468.036998972253	3	3	2	2
27482.83658787256	2	2	2	2
27497.636176772867	4	4	3	3
27512.435765673174	2	2	2	2
27527.23535457348	2	2	2	2
27542.034943473795	2	2	2	2
27556.8345323741	3	2	2	2
27571.63412127441	3	2	2	2
27586.43371017472	3	2	2	2
27601.233299075026	3	2	2	2
27616.032887975332	3	2	2	2
27630.832476875643	2	1	1	1
27645.632065775953	2	2	2	2
27660.43165467626	3	3	2	2
27675.231243576567	3	2	2	2
27690.030832476874	3	3	2	2
27704.83042137718	2	2	2	1
27719.630010277495	3	2	2	2
27734.4295991778	2	2	2	2
27749.22918807811	2	2	2	2
27764.02877697842	2	2	1	1
27778.828365878726	3	3	2	2
27793.627954779033	2	2	2	1
27808.42754367934	3	3	2	2
27823.227132579654	3	3	2	2
27838.02672147996	2	2	2	2
27852.826310380267	4	3	3	3
27867.625899280574	3	3	3	2
27882.42548818088	3	3	2	2
27897.22507708119	3	2	2	2
27912.024665981502	3	3	3	3
27926.82425488181	4	4	4	4
27941.623843782116	4	4	4	4
27956.423432682426	2	2	2	2
27971.223021582733	2	2	2	1
27986.02261048304	2	2	2	1
28000.822199383354	3	3	2	2
28015.62178828366	3	2	2	2
28030.421377183968	2	2	2	2
28045.220966084275	2	2	1	1
28060.02055498458	1	1	1	1
28074.820143884892	3	3	3	2
28089.619732785202	4	3	3	3
28104.41932168551	3	3	2	2
28119.218910585816	3	3	3	2
28134.018499486127	2	2	2	2
28148.818088386433	2	2	1	1
28163.61767728674	4	4	3	3
28178.417266187054	4	3	3	3
28193.21685508736	3	3	3	3
28208.016443987668	4	4	3	3
28222.816032887975	4	3	3	3
28237.61562178828	3	3	3	2
28252.41521068859	4	3	3	3
28267.2147995889	3	3	3	2
28282.01438848921	2	1	1	1
28296.813977389516	2	2	2	2
28311.613566289827	3	3	3	3
28326.413155190134	3	3	2	2
28341.21274409044	4	3	3	3
28356.012332990747	3	3	2	2
28370.81192189106	3	3	3	2
28385.61151079137	3	3	3	2
28400.411099691675	3	3	3	3
28415.210688591982	3	2	2	2
28430.01027749229	3	2	2	2
28444.8098663926	3	2	2	2
28459.60945529291	3	2	2	2
28474.409044193217	3	3	2	2
28489.208633093527	3	3	2	2
28504.008221993834	2	2	2	2
28518.80781089414	3	3	3	2
28533.607399794448	2	2	2	1
28548.406988694762	2	2	2	2
28563.20657759507	2	2	2	2
28578.006166495376	3	2	2	2
28592.805755395682	2	2	2	1
28607.60534429599	3	2	2	2
28622.4049331963	3	2	2	2
28637.20452209661	3	3	2	2
28652.004110996917	3	3	2	2
28666.803699897227	2	1	1	1
28681.603288797534	2	1	1	1
28696.40287769784	3	2	2	2
28711.202466598148	3	3	2	2
28726.002055498462	3	3	3	2
28740.80164439877	3	3	2	2
28755.601233299076	3	3	3	2
28770.400822199383	3	3	2	2
28785.20041109969	4	4	3	3
28800.0	4	4	4	3
28814.799588900307	4	3	3	3
28829.599177800617	2	2	1	1
28844.398766700924	2	2	2	1
28859.198355601235	2	2	1	1
28873.99794450154	4	3	3	3
28888.79753340185	3	3	2	2
28903.597122302155	2	2	2	2
28918.39671120247	3	3	2	2
28933.196300102776	4	3	3	3
28947.995889003083	3	3	2	2
28962.79547790339	3	2	2	2
28977.5950668037	3	2	2	2
28992.394655704007	2	2	2	2
29007.194244604318	3	3	2	2
29021.993833504624	3	2	2	2
29036.793422404935	2	2	2	1
29051.59301130524	3	3	2	2
29066.39260020555	3	3	3	3
29081.192189105856	3	3	3	3
29095.99177800617	3	2	2	2
29110.791366906476	3	3	3	3
29125.590955806783	3	2	2	2
29140.39054470709	3	2	2	2
29155.190133607397	3	2	2	2
29169.989722507707	4	3	3	3
29184.789311408018	2	2	1	1
29199.588900308325	3	2	2	2
29214.388489208635	2	2	2	1
29229.188078108942	3	3	3	2
29243.98766700925	4	3	3	3
29258.787255909556	2	2	2	2
29273.58684480987	3	3	3	3
29288.386433710177	3	3	3	3
29303.186022610484	3	3	3	3
29317.98561151079	4	4	3	3
29332.785200411097	3	2	2	2
29347.584789311408	2	2	2	2
29362.384378211715	3	3	3	2
29377.183967112025	2	2	2	2
29391.983556012336	2	2	1	1
29406.783144912642	2	1	1	1
29421.58273381295	3	2	2	2
29436.382322713256	3	3	3	2
29451.181911613563	3	3	3	2
29465.981500513877	3	3	2	2
29480.781089414184	2	2	2	1
29495.58067831449	2	2	2	2
29510.380267214798	3	2	2	2
29525.179856115108	3	3	3	2
29539.979445015415	4	3	3	3
29554.779033915725	2	2	2	2
29569.578622816032	2	2	2	2
29584.378211716343	3	2	2	2
29599.17780061665	3	3	3	2
29613.977389516956	3	2	2	2
29628.776978417263	3	3	2	2
29643.576567317577	3	2	2	2
29658.376156217884	2	2	2	1
29673.17574511819	3	3	2	2
29687.975334018498	2	2	1	1
29702.77492291881	2	2	2	1
29717.574511819115	2	2	2	1
29732.374100719426	2	2	2	1
29747.173689619733	2	2	1	1
29761.973278520043	3	2	2	2
29776.77286742035	2	2	2	2
29791.572456320657	2	2	2	1
29806.372045220964	3	3	2	2
29821.171634121278	2	2	2	2
29835.971223021585	2	2	2	2
29850.77081192189	3	3	2	2
29865.5704008222	3	3	3	3
29880.369989722505	3	3	3	2
29895.169578622816	4	4	3	3
29909.969167523122	3	2	2	2
29924.768756423433	2	2	2	1
29939.568345323743	2	2	2	2
29954.36793422405	3	3	3	2
29969.167523124357	2	2	1	1
29983.967112024664	3	3	3	3
29998.76670092497	3	3	3	2
30013.566289825285	2	2	2	2
30028.36587872559	2	2	2	1
30043.1654676259	3	3	2	2
30057.965056526205	3	3	3	2
30072.764645426516	3	3	2	2
30087.564234326823	3	2	2	2
30102.363823227133	3	2	2	2
30117.163412127444	2	2	2	1
30131.96300102775	3	2	2	2
30146.762589928057	2	2	2	2
30161.562178828364	3	3	2	2
30176.36176772867	3	3	2	2
30191.161356628985	2	2	2	1
30205.960945529292	4	3	3	3
30220.7605344296	3	3	2	2
30235.560123329906	3	2	2	2
30250.359712230216	3	3	3	3
30265.159301130523	2	1	1	1
30279.958890030834	2	1	1	1
30294.758478931144	2	2	2	2
30309.55806783145	3	3	3	2
30324.357656731758	4	4	3	3
30339.157245632065	3	3	2	2
30353.95683453237	3	3	3	2
30368.756423432686	3	2	2	2
30383.556012332992	2	2	2	2
30398.3556012333	3	3	3	2
30413.155190133606	3	3	3	2
30427.954779033917	3	3	3	3
30442.754367934223	3	3	2	2
30457.55395683453	3	3	2	2
30472.35354573484	2	2	2	2
30487.15313463515	3	3	2	2
30501.952723535458	3	3	3	2
30516.752312435765	3	2	2	2
30531.55190133607	3	2	2	2
30546.35149023638	2	2	1	1
30561.151079136693	3	2	2	2
30575.950668037	4	3	3	3
30590.750256937306	3	3	3	3
30605.549845837617	2	2	2	1
30620.349434737924	2	1	1	1
30635.14902363823	2	1	1	1
30649.94861253854	2	1	1	1
30664.74820143885	4	3	3	3
30679.54779033916	3	3	3	3
30694.347379239465	3	3	3	3
30709.146968139772	2	2	2	2
30723.94655704008	2	2	2	2
30738.746145940393	2	2	2	2
30753.5457348407	2	2	2	2
30768.345323741007	3	3	3	2
30783.144912641314	3	3	2	2
30797.944501541624	3	3	2	2
30812.74409044193	3	2	2	2
30827.54367934224	3	2	2	2
30842.343268242552	4	3	3	3
30857.14285714286	3	3	2	2
30871.942446043166	2	2	2	1
30886.742034943472	2	2	2	2
30901.54162384378	2	2	2	1
30916.341212744093	1	1	1	1
30931.1408016444	2	2	2	2
30945.940390544707	3	3	2	2
30960.739979445014	2	2	1	1
30975.539568345324	3	3	3	2
30990.33915724563	3	3	2	2
31005.138746145938	2	2	1	1
31019.938335046252	3	3	3	2
31034.73792394656	3	3	3	2
31049.537512846866	2	1	1	1
31064.337101747173	3	3	2	2
31079.13669064748	3	3	2	2
31093.936279547786	3	3	3	2
31108.7358684481	4	3	3	3
31123.535457348407	3	3	3	3
31138.335046248714	4	4	3	3
31153.134635149025	3	3	3	3
31167.93422404933	3	2	2	2
31182.73381294964	3	3	2	2
31197.53340184995	2	2	2	2
31212.33299075026	3	3	3	2
31227.132579650566	3	3	3	3
31241.932168550873	4	3	3	3
31256.73175745118	3	3	2	2
31271.531346351487	3	3	2	2
31286.3309352518	3	3	3	3
31301.130524152108	2	2	1	1
31315.930113052415	3	2	2	2
31330.729701952725	3	2	2	2
31345.529290853032	2	2	2	1
31360.32887975334	3	3	2	2
31375.12846865365	3	3	3	3
31389.92805755396	3	3	3	3
31404.727646454267	3	3	3	2
31419.527235354573	3	3	2	2
31434.32682425488	2	2	2	1
31449.126413155187	2	2	2	2
31463.9260020555	3	3	2	2
31478.725590955808	3	2	2	2
31493.525179856115	2	2	2	2
31508.32476875642	3	3	3	2
31523.124357656732	2	2	2	2
31537.92394655704	3	3	2	2
31552.723535457346	2	2	2	2
31567.52312435766	3	2	2	2
31582.322713257967	3	3	3	2
31597.122302158274	3	3	2	2
31611.92189105858	3	2	2	2
31626.721479958887	3	3	3	2
31641.521068859198	3	3	2	2
31656.32065775951	2	2	1	1
31671.120246659815	3	3	3	3
31685.919835560122	3	3	3	2
31700.719424460432	2	2	2	2
31715.51901336074	2	2	2	1
31730.318602261046	3	3	2	2
31745.11819116136	3	2	2	2
31759.917780061667	4	3	3	3
31774.717368961974	3	3	3	2
31789.51695786228	2	2	2	2
31804.316546762588	3	2	2	2
31819.116135662898	2	2	2	1
31833.91572456321	2	2	2	2
31848.715313463515	3	3	2	2
31863.514902363822	4	4	3	3
31878.314491264133	3	3	3	2
31893.11408016444	2	2	2	1
31907.913669064747	2	2	2	1
31922.71325796506	3	3	3	2
31937.512846865367	2	2	2	2
31952.312435765674	4	4	3	3
31967.11202466598	4	3	3	3
31981.911613566288	4	4	3	3
31996.711202466595	3	3	3	3
32011.510791366905	3	3	2	2
32026.310380267216	3	3	2	2
32041.109969167523	4	4	3	3
32055.909558067833	3	3	3	2
32070.70914696814	2	2	2	2
32085.508735868447	3	3	3	2
32100.308324768754	2	2	2	2
32115.107913669068	1	1	1	1
32129.907502569375	3	3	3	3
32144.70709146968	3	2	2	2
32159.50668036999	2	2	1	1
32174.306269270295	2	2	2	2
32189.105858170606	3	3	3	3
32203.905447070916	3	2	2	2
32218.705035971223	2	2	2	2
32233.504624871533	2	2	2	1
32248.30421377184	2	2	2	1
32263.103802672147	3	3	2	2
32277.903391572454	4	3	3	3
32292.702980472768	2	2	2	2
32307.502569373075	2	2	2	1
32322.30215827338	2	2	2	1
32337.10174717369	3	3	2	2
32351.901336073995	4	3	3	3
32366.700924974306	4	4	4	4
32381.500513874616	3	3	2	2
32396.300102774923	2	2	2	2
32411.09969167523	2	2	2	2
32425.89928057554	4	3	3	3
32440.698869475847	3	3	2	2
32455.498458376154	3	3	2	2
32470.29804727647	3	3	3	3
32485.097636176775	3	3	3	2
32499.897225077082	3	3	3	2
32514.69681397739	4	3	3	3
32529.496402877696	3	2	2	2
32544.295991778006	4	4	4	3
32559.095580678313	3	3	3	2
32573.895169578624	4	4	3	3
32588.69475847893	3	3	3	2
32603.49434737924	3	2	2	2
32618.293936279548	3	2	2	2
32633.093525179855	3	3	3	2
32647.89311408016	4	3	3	3
32662.692702980476	3	3	3	2
32677.492291880782	3	2	2	2
32692.29188078109	3	3	3	3
32707.091469681396	3	3	3	3
32721.891058581703	3	3	3	3
32736.690647482013	2	2	2	2
32751.490236382324	2	2	2	1
32766.28982528263	2	2	2	1
32781.08941418294	3	3	3	2
32795.88900308325	3	2	2	2
32810.688591983555	3	3	2	2
32825.48818088386	4	3	3	3
32840.287769784176	3	3	3	3
32855.08735868448	3	3	2	2
32869.88694758479	3	3	3	2
32884.6865364851	3	2	2	2
32899.4861253854	3	3	3	2
32914.28571428571	3	3	3	3
32929.085303186024	3	2	2	2
32943.88489208633	2	2	2	1
32958.68448098664	3	3	2	2
32973.484069886945	3	3	2	2
32988.28365878725	3	3	2	2
33003.083247687566	3	3	2	2
33017.88283658787	2	2	2	2
33032.68242548818	2	2	2	2
33047.48201438849	4	3	3	3
33062.2816032888	4	3	3	3
33077.08119218911	4	4	3	3
33091.880781089414	3	3	3	2
33106.68036998972	3	3	2	2
33121.479958890035	3	3	2	2
33136.27954779034	2	2	2	2
33151.07913669065	3	2	2	2
33165.878725590956	2	2	1	1
33180.67831449126	2	2	2	1
33195.47790339157	2	2	1	1
33210.27749229188	2	2	1	1
33225.07708119219	3	2	2	2
33239.8766700925	3	3	3	3
33254.676258992804	3	3	3	2
33269.47584789311	3	3	3	2
33284.27543679342	3	2	2	2
33299.07502569373	2	2	2	2
33313.87461459404	2	2	1	1
33328.674203494345	3	3	3	3
33343.47379239465	3	3	3	2
33358.27338129497	3	3	2	2
33373.07297019527	2	2	2	1
33387.87255909558	2	2	1	1
33402.67214799589	2	2	2	2
33417.4717368962	3	2	2	2
33432.27132579651	4	4	4	4
33447.070914696815	3	3	2	2
33461.87050359712	3	3	2	2
33476.670092497436	3	2	2	2
33491.46968139774	2	2	2	1
33506.26927029805	3	3	2	2
33521.068859198356	2	2	2	2
33535.86844809866	3	2	2	2
33550.66803699897	3	3	2	2
33565.467625899284	3	3	2	2
33580.26721479959	3	3	3	2
33595.0668036999	3	3	2	2
33609.866392600205	3	3	2	2
33624.66598150051	3	3	3	3
33639.46557040082	4	3	3	3
33654.265159301125	3	3	2	2
33669.06474820144	3	3	3	2
33683.864337101746	2	2	2	2
33698.66392600205	3	2	2	2
33713.46351490236	3	2	2	2
33728.263103802674	3	3	2	2
33743.06269270298	2	2	2	1
33757.86228160329	2	2	2	2
33772.6618705036	3	3	3	3
33787.46145940391	2	2	2	2
33802.261048304215	3	3	3	3
33817.06063720452	3	3	3	3
33831.86022610483	3	2	2	2
33846.65981500514	3	3	3	2
33861.45940390545	3	2	2	2
33876.25899280576	3	2	2	2
33891.058581706064	2	1	1	1
33905.85817060637	3	3	3	2
33920.65775950668	3	2	2	2
33935.45734840699	2	2	2	2
33950.2569373073	3	3	3	2
33965.056526207605	3	2	2	2
33979.85611510791	2	2	1	1
33994.65570400822	2	2	2	1
34009.455292908526	2	2	1	1
34024.25488180884	3	3	3	3
34039.05447070915	3	3	3	3
34053.85405960945	3	3	3	3
34068.65364850976	2	2	2	2
34083.453237410075	2	1	1	1
34098.25282631038	1	1	1	1
34113.05241521069	3	2	2	2
34127.852004110995	2	2	2	1
34142.65159301131	2	2	2	2
34157.451181911616	2	2	2	1
34172.25077081192	3	3	3	3
34187.05035971223	3	3	2	2
34201.84994861254	3	3	3	2
34216.64953751285	2	2	2	1
34231.44912641316	3	3	2	2
34246.248715313464	4	3	3	3
34261.04830421377	3	3	2	2
34275.84789311408	2	2	2	1
34290.647482014385	3	3	2	2
34305.4470709147	2	2	1	1
34320.246659815006	3	3	3	2
34335.04624871531	2	2	1	1
34349.84583761562	4	3	3	3
34364.64542651593	3	3	2	2
34379.44501541623	1	1	1	1
34394.24460431655	3	2	2	2
34409.044193216854	3	3	3	2
34423.84378211716	3	2	2	2
34438.64337101747	3	2	2	2
34453.44295991778	2	2	2	2
34468.24254881809	2	2	1	1
34483.042137718396	3	2	2	2
34497.84172661871	3	3	2	2
34512.64131551902	3	3	3	2
34527.44090441932	3	3	2	2
34542.24049331963	2	2	2	2
34557.04008221994	2	2	1	1
34571.83967112025	3	2	2	2
34586.63926002056	3	3	3	2
34601.438848920865	2	2	2	2
34616.23843782117	3	2	2	2
34631.03802672148	2	2	2	1
34645.837615621786	3	3	3	2
34660.6372045221	3	3	3	2
34675.43679342241	3	3	3	3
34690.23638232271	2	2	1	1
34705.03597122302	2	2	2	2
34719.83556012333	2	2	2	1
34734.635149023634	3	3	2	2
34749.43473792394	3	3	2	2
34764.234326824255	2	2	2	2
34779.03391572456	3	3	2	2
34793.83350462487	4	3	3	3
34808.63309352518	3	3	2	2
34823.43268242549	4	3	3	3
34838.232271325796	4	4	4	3
34853.0318602261	2	2	2	1
34867.83144912642	2	2	2	2
34882.631038026724	4	4	4	3
34897.43062692703	3	3	3	3
34912.23021582734	4	4	3	3
34927.029804727645	4	4	3	3
34941.82939362796	2	2	2	2
34956.628982528266	2	2	2	1
34971.42857142857	2	2	2	2
34986.22816032888	2	2	2	1
35001.027749229186	2	2	2	2
35015.82733812949	2	2	1	1
35030.62692702981	4	3	3	3
35045.426515930114	3	3	3	3
35060.22610483042	2	2	2	2
35075.02569373073	2	2	2	2
35089.825282631034	3	2	2	2
35104.62487153134	2	2	2	2
35119.424460431655	2	2	1	1
35134.22404933196	2	2	2	2
35149.02363823227	3	2	2	2
35163.823227132576	2	2	2	2
35178.62281603289	2	2	2	1
35193.4224049332	3	2	2	2
35208.221993833504	2	2	2	2
35223.02158273382	1	1	1	1
35237.821171634125	3	2	2	2
35252.62076053443	2	2	2	1
35267.42034943474	4	4	4	3
35282.219938335045	3	3	3	3
35297.01952723535	3	2	2	2
35311.819116135666	3	3	3	2
35326.61870503597	3	3	3	2
35341.41829393628	2	2	2	2
35356.21788283659	2	2	1	1
35371.017471736894	3	3	3	3
35385.8170606372	3	3	2	2
35400.616649537515	2	2	2	2
35415.41623843782	2	2	2	2
35430.21582733813	2	1	1	1
35445.015416238435	3	2	2	2
35459.81500513874	3	3	3	2
35474.614594039056	3	3	3	2
35489.41418293936	2	2	2	2
35504.21377183967	2	2	2	1
35519.01336073998	2	2	1	1
35533.81294964029	2	2	2	2
35548.6125385406	3	2	2	2
35563.412127440904	3	3	3	2
35578.21171634121	3	3	2	2
35593.011305241525	3	3	2	2
35607.81089414183	2	2	2	2
35622.61048304214	2	2	2	2
35637.410071942446	4	4	4	3
35652.20966084275	3	3	3	3
35667.00924974307	3	3	3	3
35681.808838643374	3	3	3	2
35696.60842754368	3	3	3	2
35711.40801644399	3	3	3	2
35726.207605344294	2	2	2	2
35741.0071942446	3	3	2	2
35755.80678314491	3	3	2	2
35770.60637204522	3	3	2	2
35785.40596094553	2	2	2	2
35800.205549845836	3	3	3	2
35815.00513874614	3	2	2	2
35829.80472764645	3	3	2	2
35844.60431654676	3	2	2	2
35859.40390544707	3	3	3	3
35874.20349434738	3	3	2	2
35889.00308324769	2	2	2	1
35903.802672148	2	2	2	2
35918.602261048305	3	2	2	2
35933.40184994861	3	3	3	3
35948.201438848926	3	3	2	2
35963.00102774923	2	2	2	2
35977.80061664954	3	3	2	2
35992.60020554985	4	3	3	3
36007.39979445015	2	2	2	2
36022.19938335046	3	3	2	2
36036.998972250774	3	3	3	3
36051.79856115108	3	3	3	3
36066.59815005139	4	3	3	3
36081.397738951695	3	2	2	2
36096.197327852	2	2	2	1
36110.99691675231	3	2	2	2
36125.79650565262	3	3	2	2
36140.59609455293	3	3	2	2
36155.39568345324	3	3	3	3
36170.19527235354	4	3	3	3
36184.99486125385	3	3	3	3
36199.794450154164	2	2	2	2
36214.59403905447	3	3	3	3
36229.39362795478	3	3	2	2
36244.193216855085	3	3	3	3
36258.9928057554	3	3	3	2
36273.792394655706	2	2	2	1
36288.59198355601	2	2	2	1
36303.39157245632	2	2	2	2
36318.19116135663	2	2	1	1
36332.99075025694	3	2	2	2
36347.79033915725	2	2	2	1
36362.589928057554	3	3	2	2
36377.38951695786	2	2	2	2
36392.18910585817	3	3	2	2
36406.98869475848	3	2	2	2
36421.78828365879	3	2	2	2
36436.587872559096	3	2	2	2
36451.3874614594	3	2	2	2
36466.18705035971	4	3	3	3
36480.986639260016	3	3	3	2
36495.78622816033	3	3	2	2
36510.58581706064	4	3	3	3
36525.385405960944	3	3	3	3
36540.18499486125	3	3	2	2
36554.98458376156	3	3	3	3
36569.78417266187	2	2	2	2
36584.58376156218	2	2	2	1
36599.383350462485	3	2	2	2
36614.1829393628	3	3	3	2
36628.982528263106	3	3	2	2
36643.78211716341	3	3	2	2
36658.58170606372	3	2	2	2
36673.381294964034	2	2	2	2
36688.18088386434	2	2	2	2
36702.98047276465	3	2	2	2
36717.780061664955	3	2	2	2
36732.57965056526	3	3	3	2
36747.37923946557	3	2	2	2
36762.17882836588	2	2	2	2
36776.97841726619	3	3	3	2
36791.778006166496	2	2	2	2
36806.5775950668	3	3	3	2
36821.37718396711	3	3	3	2
36836.17677286742	4	3	3	3
36850.97636176772	3	3	2	2
36865.77595066804	3	3	3	2
36880.575539568345	3	3	2	2
36895.37512846865	4	4	4	3
36910.17471736896	3	3	3	3
36924.97430626927	3	3	3	3
36939.77389516958	3	3	2	2
36954.573484069886	3	3	3	2
36969.37307297019	2	2	2	2
36984.17266187051	3	3	2	2
36998.972250770814	3	2	2	2
37013.77183967112	2	2	2	1
37028.57142857143	2	2	1	1
37043.37101747174	2	2	2	1
37058.17060637205	2	2	2	1
37072.970195272355	3	3	2	2
37087.76978417266	3	3	3	3
37102.56937307297	4	3	3	3
37117.368961973276	3	3	3	3
37132.16855087359	3	2	2	2
37146.9681397739	3	2	2	2
37161.767728674204	3	2	2	2
37176.56731757451	4	3	3	3
37191.36690647482	3	3	3	2
37206.166495375124	2	2	2	2
37220.96608427544	2	2	2	2
37235.765673175745	3	3	2	2
37250.56526207605	3	3	2	2
37265.36485097636	4	4	4	4
37280.164439876666	3	3	3	2
37294.96402877698	3	3	3	2
37309.76361767729	3	2	2	2
37324.56320657759	4	4	3	3
37339.36279547791	4	4	3	3
37354.162384378214	3	3	3	3
37368.96197327852	4	4	3	3
37383.76156217883	4	3	3	3
37398.561151079135	2	2	2	2
37413.36073997945	2	2	2	1
37428.160328879756	3	3	2	2
37442.95991778006	3	3	3	2
37457.75950668037	4	3	3	3
37472.55909558068	3	3	3	2
37487.35868448098	2	2	1	1
37502.1582733813	2	2	2	1
37516.957862281604	2	2	2	1
37531.75745118191	3	3	2	2
37546.55704008222	3	3	2	2
37561.356628982525	2	2	2	1
37576.15621788283	3	2	2	2
37590.955806783146	3	3	3	3
37605.75539568345	2	2	2	2
37620.55498458376	3	3	3	3
37635.354573484066	3	3	3	3
37650.15416238438	3	2	2	2
37664.95375128469	2	2	1	1
37679.753340184994	3	3	3	3
37694.5529290853	2	2	1	1
