Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube-m04
24470.90940112609	3	3	2	2
24485.650912813515	3	3	2	2
24500.39242450094	2	2	2	1
24515.133936188366	3	3	2	2
24529.87544787579	4	3	3	3
24544.616959563216	2	2	2	2
24559.35847125064	2	2	1	1
24574.099982938063	2	2	2	1
24588.84149462549	2	2	2	1
24603.583006312914	2	1	1	1
24618.32451800034	3	3	2	2
24633.066029687765	2	2	2	2
24647.80754137519	3	3	3	3
24662.549053062616	4	3	3	3
24677.29056475004	3	3	3	2
24692.032076437466	2	2	2	2
24706.773588124892	3	3	3	3
24721.515099812317	2	2	2	2
24736.256611499743	4	4	3	3
24750.998123187168	3	3	3	2
24765.739634874593	3	3	2	2
24780.48114656202	4	3	3	3
24795.222658249444	4	4	4	3
24809.96416993687	4	3	3	3
24824.705681624295	3	3	3	3
24839.44719331172	2	2	2	2
24854.188704999146	2	1	1	1
24868.93021668657	3	3	3	2
24883.671728373996	3	2	2	2
24898.41324006142	3	3	3	3
24913.15475174885	2	1	1	1
24927.896263436276	3	3	2	2
24942.6377751237	3	2	2	2
24957.379286811127	3	3	3	3
24972.120798498552	3	3	3	2
24986.862310185978	3	2	2	2
25001.603821873403	3	2	2	2
25016.34533356083	2	2	2	2
25031.086845248254	2	2	2	1
25045.82835693568	3	3	2	2
25060.569868623104	2	2	2	2
25075.31138031053	2	2	2	2
25090.052891997955	3	2	2	2
25104.79440368538	2	2	2	1
25119.535915372806	2	2	1	1
25134.277427060228	3	3	2	2
25149.018938747653	3	3	2	2
25163.76045043508	3	3	2	2
25178.501962122504	2	2	2	2
25193.24347380993	3	3	3	2
25207.984985497355	3	3	2	2
25222.72649718478	3	3	2	2
25237.468008872205	2	2	2	1
25252.20952055963	3	3	3	2
25266.951032247056	3	3	3	2
25281.69254393448	3	3	3	3
25296.434055621907	3	3	3	3
25311.175567309332	4	3	3	3
25325.917078996757	3	3	3	3
25340.658590684183	3	3	2	2
25355.40010237161	4	3	3	3
25370.141614059034	3	2	2	2
25384.88312574646	2	2	1	1
25399.624637433884	3	3	3	2
25414.36614912131	3	3	3	2
25429.107660808735	3	2	2	2
25443.84917249616	4	4	3	3
25458.590684183586	4	3	3	3
25473.33219587101	3	3	2	2
25488.073707558437	3	3	2	2
25502.815219245862	3	3	3	2
25517.556730933287	3	2	2	2
25532.298242620713	3	3	3	3
25547.039754308138	3	3	2	2
25561.781265995563	3	3	2	2
25576.522777682992	2	2	2	2
25591.264289370418	4	4	3	3
25606.005801057843	3	3	3	3
25620.74731274527	3	3	2	2
25635.488824432694	3	3	3	3
25650.23033612012	3	2	2	2
25664.971847807545	3	3	2	2
25679.71335949497	3	3	3	2
25694.454871182388	3	3	3	3
25709.196382869814	3	3	3	3
25723.93789455724	3	2	2	2
25738.679406244668	3	2	2	2
25753.420917932093	2	2	1	1
25768.16242961952	3	3	3	3
25782.903941306944	2	2	1	1
25797.64545299437	3	3	3	3
25812.386964681795	2	2	1	1
25827.12847636922	2	1	1	1
25841.869988056646	3	3	3	2
25856.61149974407	4	4	3	3
25871.353011431496	4	4	3	3
25886.09452311892	3	3	2	2
25900.836034806347	4	3	3	3
25915.577546493772	3	3	3	2
25930.319058181198	3	3	2	2
25945.060569868623	2	1	1	1
25959.80208155605	3	3	2	2
25974.543593243474	3	3	2	2
25989.2851049309	3	3	3	2
26004.026616618325	3	3	3	2
26018.76812830575	3	3	3	2
26033.509639993175	4	3	3	3
26048.2511516806	3	2	2	2
26062.992663368026	3	3	3	3
26077.73417505545	2	2	2	2
26092.475686742877	2	2	2	1
26107.217198430302	3	3	3	3
26121.958710117728	3	2	2	2
26136.700221805153	3	3	3	3
26151.44173349258	4	3	3	3
26166.183245180004	3	2	2	2
26180.92475686743	2	2	1	1
26195.666268554854	2	2	2	1
26210.40778024228	3	3	2	2
26225.149291929705	3	2	2	2
26239.890803617134	3	3	3	3
26254.63231530456	3	3	3	2
26269.373826991978	3	3	2	2
26284.115338679403	3	2	2	2
26298.85685036683	2	2	2	1
26313.598362054254	3	3	3	2
26328.33987374168	3	3	2	2
26343.081385429105	3	3	2	2
26357.82289711653	3	3	2	2
26372.564408803955	3	2	2	2
26387.30592049138	3	3	3	3
26402.04743217881	3	3	2	2
26416.788943866235	4	3	3	3
26431.53045555366	2	1	1	1
26446.271967241086	1	1	1	1
26461.01347892851	3	3	3	2
26475.754990615937	3	2	2	2
26490.496502303362	3	2	2	2
26505.238013990787	4	3	3	3
26519.979525678213	4	3	3	3
26534.721037365638	3	3	3	2
26549.462549053063	3	3	3	2
26564.20406074049	3	3	3	3
26578.945572427914	3	3	3	3
26593.68708411534	3	3	3	3
26608.428595802765	4	3	3	3
26623.17010749019	3	3	2	2
26637.911619177616	2	2	1	1
26652.65313086504	2	1	1	1
26667.394642552466	2	2	2	1
26682.13615423989	3	2	2	2
26696.877665927317	4	4	4	4
26711.619177614743	4	3	3	3
26726.360689302168	4	3	3	3
26741.102200989593	3	3	2	2
26755.84371267702	3	3	3	3
26770.585224364444	4	4	3	3
26785.32673605187	3	3	3	2
26800.068247739295	2	2	2	2
26814.80975942672	2	2	2	2
26829.551271114142	3	3	2	2
26844.292782801567	3	3	3	2
26859.034294488993	4	3	3	3
26873.775806176418	3	3	3	3
26888.517317863843	3	3	2	2
26903.25882955127	2	2	2	2
26918.000341238694	3	3	3	3
26932.74185292612	4	3	3	3
26947.483364613545	4	3	3	3
26962.22487630097	2	2	2	2
26976.966387988396	2	2	2	2
26991.70789967582	3	2	2	2
27006.449411363246	3	3	2	2
27021.19092305067	3	3	3	3
27035.932434738097	3	2	2	2
27050.673946425522	2	1	1	1
27065.41545811295	2	1	1	1
27080.156969800377	2	2	2	2
27094.898481487802	3	2	2	2
27109.639993175228	3	3	2	2
27124.381504862653	2	2	2	1
27139.12301655008	3	3	3	3
27153.864528237504	3	3	3	2
27168.60603992493	3	3	3	3
27183.347551612354	3	3	3	3
27198.08906329978	4	4	4	3
27212.830574987205	3	3	3	2
27227.57208667463	3	2	2	2
27242.313598362056	2	2	2	1
27257.05511004948	2	1	1	1
27271.796621736907	2	2	2	2
27286.538133424332	2	2	2	2
27301.279645111757	3	3	3	3
27316.021156799183	4	3	3	3
27330.762668486608	3	3	2	2
27345.504180174034	3	3	3	2
27360.24569186146	4	3	3	3
27374.987203548884	3	3	3	3
27389.728715236306	2	2	2	2
27404.47022692373	3	3	3	2
27419.211738611157	2	2	2	2
27433.953250298582	3	3	2	2
27448.694761986008	2	2	2	2
27463.436273673433	2	2	2	2
27478.17778536086	2	1	1	1
27492.919297048284	3	3	3	2
27507.66080873571	3	3	2	2
27522.402320423134	3	3	3	2
27537.14383211056	2	2	2	2
27551.885343797985	2	2	2	2
27566.62685548541	3	2	2	2
27581.368367172836	4	3	3	3
27596.10987886026	3	3	3	2
27610.851390547687	3	3	3	2
27625.592902235112	3	3	3	2
27640.334413922537	3	3	3	3
27655.075925609963	3	3	3	3
27669.817437297388	4	4	3	3
27684.558948984813	4	3	3	3
27699.30046067224	2	2	2	1
27714.041972359664	2	2	2	1
27728.783484047093	4	4	3	3
27743.52499573452	4	3	3	3
27758.266507421944	3	3	3	2
27773.00801910937	3	2	2	2
27787.749530796795	3	3	2	2
27802.49104248422	3	3	2	2
27817.232554171645	4	3	3	3
27831.97406585907	3	3	2	2
27846.715577546496	3	2	2	2
27861.45708923392	2	2	2	2
27876.198600921347	3	3	3	2
27890.940112608772	3	2	2	2
27905.681624296198	4	3	3	3
27920.423135983623	4	4	4	3
27935.16464767105	3	2	2	2
27949.906159358474	3	2	2	2
27964.647671045896	4	3	3	3
27979.38918273332	4	4	4	4
27994.130694420746	4	3	3	3
28008.87220610817	3	3	3	3
28023.613717795597	3	3	2	2
28038.355229483022	3	2	2	2
28053.096741170448	3	3	3	3
28067.838252857873	3	3	3	3
28082.5797645453	2	2	2	1
28097.321276232724	3	2	2	2
28112.06278792015	4	4	3	3
28126.804299607575	3	3	3	3
28141.545811295	3	2	2	2
28156.287322982425	2	2	2	1
28171.02883466985	2	2	2	2
28185.770346357276	3	3	3	2
28200.5118580447	3	3	2	2
28215.253369732127	2	2	2	1
28229.994881419552	2	2	2	1
28244.736393106978	2	2	2	1
28259.477904794403	3	3	2	2
28274.21941648183	4	3	3	3
28288.960928169254	3	3	3	3
28303.70243985668	3	2	2	2
28318.443951544104	2	1	1	1
28333.18546323153	2	2	2	1
28347.926974918955	3	3	2	2
28362.66848660638	2	2	2	2
28377.409998293806	2	2	2	1
28392.151509981235	2	2	2	1
28406.89302166866	2	1	1	1
28421.634533356086	2	2	2	2
28436.37604504351	3	2	2	2
28451.117556730936	4	3	3	3
28465.859068418362	3	2	2	2
28480.600580105787	2	2	2	2
28495.342091793213	2	2	2	1
28510.083603480638	3	2	2	2
28524.825115168056	3	3	2	2
28539.56662685548	3	3	3	3
28554.30813854291	3	3	3	3
28569.049650230336	3	3	2	2
28583.79116191776	3	3	3	3
28598.532673605187	2	2	2	2
28613.274185292612	4	3	3	3
28628.015696980037	3	3	3	2
28642.757208667463	3	2	2	2
28657.498720354888	3	2	2	2
28672.240232042313	3	3	3	2
28686.98174372974	4	3	3	3
28701.723255417164	3	3	3	3
28716.46476710459	3	3	3	2
28731.206278792015	3	3	3	2
28745.94779047944	3	2	2	2
28760.689302166866	2	2	2	1
28775.43081385429	3	2	2	2
28790.172325541716	3	3	2	2
28804.91383722914	3	3	2	2
28819.655348916567	2	2	2	2
28834.396860603993	2	2	2	2
28849.138372291418	3	2	2	2
28863.879883978843	3	3	3	2
28878.62139566627	3	2	2	2
28893.362907353694	2	2	2	2
28908.10441904112	3	3	3	3
28922.845930728545	3	3	3	3
28937.58744241597	2	2	2	1
28952.328954103396	2	2	2	1
28967.07046579082	2	2	2	1
28981.811977478246	3	3	3	3
28996.55348916567	3	2	2	2
29011.295000853097	2	2	2	2
29026.036512540522	4	3	3	3
29040.778024227948	3	3	3	2
29055.519535915377	2	2	2	2
29070.261047602802	3	3	3	3
29085.00255929022	3	2	2	2
29099.744070977646	2	2	2	2
29114.48558266507	3	2	2	2
29129.227094352496	3	3	2	2
29143.96860603992	2	1	1	1
29158.710117727347	4	3	3	3
29173.451629414772	4	3	3	3
29188.193141102198	3	3	3	2
29202.934652789623	3	3	2	2
29217.676164477052	3	3	2	2
29232.417676164478	3	3	2	2
29247.159187851903	3	3	3	2
29261.90069953933	3	3	2	2
29276.642211226754	3	2	2	2
29291.38372291418	3	3	2	2
29306.125234601604	3	2	2	2
29320.86674628903	2	2	2	2
29335.608257976455	3	3	2	2
29350.34976966388	3	3	3	2
29365.091281351306	2	2	2	2
29379.83279303873	3	2	2	2
29394.574304726157	3	3	3	2
29409.315816413582	3	3	3	2
29424.057328101007	2	2	2	2
29438.798839788433	3	3	3	3
29453.54035147586	3	3	2	2
29468.281863163284	3	2	2	2
29483.02337485071	2	2	2	2
29497.764886538134	3	3	2	2
29512.50639822556	4	4	4	3
29527.247909912985	4	3	3	3
29541.98942160041	3	3	2	2
29556.730933287836	2	2	1	1
29571.47244497526	2	1	1	1
29586.213956662687	3	3	2	2
29600.955468350112	3	2	2	2
29615.696980037537	1	1	1	1
29630.438491724963	1	1	1	1
29645.180003412388	2	2	1	1
29659.92151509981	2	2	2	1
29674.663026787235	4	3	3	3
29689.40453847466	2	2	2	2
29704.146050162086	2	2	1	1
29718.88756184951	2	2	1	1
29733.629073536937	2	2	2	1
29748.370585224362	3	2	2	2
29763.112096911787	3	3	3	2
29777.853608599213	3	3	2	2
29792.595120286638	2	2	2	1
29807.336631974063	2	2	2	1
29822.07814366149	3	3	2	2
29836.819655348914	3	3	3	3
29851.56116703634	4	3	3	3
29866.302678723765	3	3	2	2
29881.044190411194	3	2	2	2
29895.78570209862	2	2	1	1
29910.527213786045	3	3	3	2
29925.26872547347	3	3	2	2
29940.010237160895	3	3	3	3
29954.75174884832	4	3	3	3
29969.493260535746	3	3	3	3
29984.23477222317	3	2	2	2
29998.976283910597	3	2	2	2
30013.717795598022	2	2	2	1
30028.459307285448	4	3	3	3
30043.200818972873	4	3	3	3
30057.9423306603	3	3	3	3
30072.683842347724	3	2	2	2
30087.42535403515	3	2	2	2
30102.166865722575	3	3	3	2
30116.90837741	4	4	3	3
30131.649889097425	4	4	4	4
30146.39140078485	4	3	3	3
30161.132912472276	3	3	3	3
30175.8744241597	2	2	2	2
30190.615935847127	4	3	3	3
30205.357447534552	4	4	3	3
30220.098959221974	4	3	3	3
30234.8404709094	4	4	3	3
30249.581982596825	3	3	3	2
30264.32349428425	3	3	2	2
30279.065005971675	2	2	2	2
30293.8065176591	2	2	2	1
30308.548029346526	3	3	3	3
30323.28954103395	4	4	4	3
30338.031052721377	4	3	3	3
30352.772564408802	4	3	3	3
30367.514076096228	3	3	3	3
30382.255587783653	3	3	2	2
30396.99709947108	3	3	3	3
30411.738611158504	3	3	3	3
30426.48012284593	3	3	2	2
30441.221634533355	3	3	3	2
30455.96314622078	2	2	2	2
30470.704657908205	2	2	2	2
30485.44616959563	2	2	2	1
30500.187681283056	3	2	2	2
30514.92919297048	2	2	2	1
30529.670704657907	3	3	2	2
30544.412216345336	2	2	2	2
30559.15372803276	2	2	1	1
30573.895239720187	3	2	2	2
30588.636751407612	3	3	2	2
30603.378263095037	3	2	2	2
30618.119774782463	3	3	3	2
30632.861286469888	3	3	2	2
30647.602798157313	3	3	3	3
30662.34430984474	3	3	3	2
30677.085821532164	2	2	2	2
30691.82733321959	2	2	2	1
30706.568844907015	3	3	2	2
30721.31035659444	3	3	3	3
30736.051868281866	2	2	2	1
30750.79337996929	3	2	2	2
30765.534891656716	3	2	2	2
30780.276403344138	2	2	2	2
30795.017915031563	3	3	3	2
30809.75942671899	3	3	2	2
30824.500938406414	3	3	2	2
30839.24245009384	2	2	2	1
30853.983961781265	3	3	3	2
30868.72547346869	3	3	2	2
30883.466985156116	2	2	2	2
30898.20849684354	3	3	3	3
30912.950008530966	3	3	3	2
30927.69152021839	2	2	2	1
30942.433031905817	3	3	2	2
30957.174543593243	2	2	2	2
30971.916055280668	3	2	2	2
30986.657566968093	2	2	1	1
31001.39907865552	2	1	1	1
31016.140590342944	3	3	3	3
31030.88210203037	4	4	3	3
31045.623613717795	3	3	3	3
31060.36512540522	3	3	3	2
31075.106637092646	3	3	2	2
31089.84814878007	3	2	2	2
31104.589660467496	2	2	2	2
31119.33117215492	3	3	3	3
31134.072683842347	3	2	2	2
31148.814195529772	4	3	3	3
31163.555707217198	3	3	2	2
31178.297218904623	3	3	3	2
31193.03873059205	3	3	2	2
31207.780242279478	3	3	2	2
31222.521753966903	3	2	2	2
31237.26326565433	2	2	1	1
31252.004777341754	2	2	2	2
31266.74628902918	3	3	3	2
31281.487800716604	2	2	2	1
31296.22931240403	2	2	2	2
31310.970824091455	2	2	1	1
31325.71233577888	2	2	2	2
31340.453847466306	3	3	3	2
31355.195359153724	3	2	2	2
31369.936870841153	3	3	3	2
31384.67838252858	3	3	3	2
31399.419894216004	2	2	2	2
31414.16140590343	3	3	2	2
31428.902917590854	4	4	3	3
31443.64442927828	2	2	2	2
31458.385940965705	3	3	3	2
31473.12745265313	3	3	2	2
31487.868964340556	2	2	2	1
31502.61047602798	2	2	2	2
31517.351987715407	3	2	2	2
31532.093499402832	3	2	2	2
31546.835011090257	2	2	2	2
31561.576522777683	4	3	3	3
31576.31803446511	3	3	2	2
31591.059546152534	3	3	3	2
31605.80105783996	3	3	2	2
31620.542569527384	4	3	3	3
31635.28408121481	3	3	3	3
31650.025592902235	3	3	2	2
31664.76710458966	3	2	2	2
31679.508616277086	3	3	3	2
31694.25012796451	3	3	2	2
31708.991639651937	2	2	2	1
31723.733151339362	2	2	2	2
31738.474663026787	3	3	3	2
31753.216174714213	2	2	2	2
31767.957686401638	3	3	3	3
31782.699198089063	3	2	2	2
31797.44070977649	3	3	2	2
31812.182221463914	4	4	4	3
31826.92373315134	3	3	3	3
31841.665244838765	3	3	2	2
31856.40675652619	3	2	2	2
31871.14826821362	4	4	4	4
31885.889779901045	3	3	2	2
31900.63129158847	3	3	2	2
31915.372803275888	3	3	2	2
31930.114314963314	2	2	2	2
31944.85582665074	3	2	2	2
31959.597338338164	3	2	2	2
31974.33885002559	3	3	2	2
31989.080361713015	3	3	3	3
32003.82187340044	2	2	2	1
32018.563385087866	2	2	2	1
32033.304896775295	4	4	3	3
32048.04640846272	2	2	2	2
32062.787920150146	3	3	3	2
32077.52943183757	3	3	3	3
32092.270943524996	3	3	3	2
32107.01245521242	2	2	2	2
32121.753966899847	3	3	3	2
32136.495478587272	3	3	2	2
32151.236990274698	2	2	2	2
32165.978501962123	2	2	2	2
32180.72001364955	3	3	2	2
32195.461525336974	3	2	2	2
32210.2030370244	4	4	3	3
32224.944548711825	3	3	3	2
32239.68606039925	3	3	3	3
32254.427572086675	3	2	2	2
32269.1690837741	3	3	3	2
32283.910595461526	2	2	2	2
32298.65210714895	2	2	2	2
32313.393618836377	2	2	1	1
32328.135130523802	3	2	2	2
32342.876642211228	3	3	3	3
32357.618153898653	2	2	2	2
32372.35966558608	2	2	2	2
32387.101177273504	3	3	2	2
32401.84268896093	2	2	2	2
32416.584200648354	3	3	3	3
32431.32571233578	2	2	2	1
32446.067224023205	2	2	2	2
32460.80873571063	2	2	2	2
32475.550247398052	3	3	2	2
32490.291759085478	3	3	3	2
32505.033270772903	3	3	3	2
32519.77478246033	3	3	3	2
32534.516294147754	3	2	2	2
32549.25780583518	3	2	2	2
32563.999317522605	3	3	3	3
32578.74082921003	4	4	4	3
32593.482340897455	3	3	2	2
32608.22385258488	2	2	2	2
32622.965364272306	3	2	2	2
32637.70687595973	2	2	2	1
32652.448387647157	2	2	2	1
32667.189899334582	3	3	2	2
32681.931411022008	3	3	3	2
32696.672922709437	4	4	3	3
32711.414434396862	3	2	2	2
32726.155946084287	2	2	2	2
32740.897457771713	3	3	3	3
32755.638969459138	3	2	2	2
32770.38048114656	4	3	3	3
32785.121992833985	3	2	2	2
32799.86350452141	3	3	3	2
32814.605016208836	2	2	2	2
32829.34652789626	2	2	1	1
32844.08803958369	2	1	1	1
32858.82955127111	1	1	1	1
32873.57106295854	2	2	1	1
32888.31257464596	2	2	1	1
32903.05408633339	2	1	1	1
32917.79559802081	2	2	1	1
32932.53710970824	3	3	3	2
32947.27862139567	3	3	3	3
32962.0201330831	3	2	2	2
32976.76164477052	3	3	2	2
32991.50315645795	2	2	2	1
33006.24466814537	3	2	2	2
33020.9861798328	2	2	2	2
33035.72769152022	3	3	2	2
33050.46920320764	3	3	3	3
33065.21071489507	3	3	3	3
33079.95222658249	3	3	3	3
33094.69373826992	3	3	2	2
33109.43524995734	3	3	3	2
33124.17676164477	4	3	3	3
33138.918273332194	4	3	3	3
33153.65978501962	3	3	3	3
33168.401296707045	3	3	3	2
33183.14280839447	2	2	2	1
33197.884320081896	3	2	2	2
33212.62583176932	3	3	3	3
33227.367343456746	3	3	3	3
33242.10885514417	4	3	3	3
33256.8503668316	3	3	2	2
33271.59187851902	4	3	3	3
33286.33339020645	4	4	4	3
33301.07490189387	3	3	3	3
33315.8164135813	3	3	3	3
33330.557925268724	3	3	3	2
33345.29943695615	3	3	3	2
33360.040948643575	3	3	3	2
33374.782460331	4	4	3	3
33389.523972018425	3	3	3	2
33404.26548370585	4	3	3	3
33419.006995393276	3	2	2	2
33433.7485070807	2	2	2	2
33448.49001876813	2	1	1	1
33463.23153045555	3	3	3	2
33477.97304214298	4	3	3	3
33492.7145538304	3	3	2	2
33507.45606551783	2	2	1	1
33522.197577205254	2	2	1	1
33536.93908889268	3	3	2	2
33551.680600580105	2	2	2	2
33566.42211226753	3	2	2	2
33581.163623954955	2	2	1	1
33595.90513564238	2	2	2	2
33610.646647329806	2	2	1	1
33625.38815901723	3	3	2	2
33640.12967070466	3	3	3	2
33654.87118239208	2	1	1	1
33669.61269407951	2	1	1	1
33684.35420576693	2	2	2	2
33699.09571745436	2	2	2	1
33713.83722914178	3	3	3	3
33728.57874082921	3	3	3	2
33743.320252516634	3	2	2	2
33758.06176420406	2	2	2	1
33772.803275891485	3	3	2	2
33787.54478757891	3	3	2	2
33802.286299266336	3	3	2	2
33817.02781095376	2	2	2	2
33831.76932264119	3	3	2	2
33846.51083432861	3	3	2	2
33861.25234601604	3	3	2	2
33875.99385770346	2	2	2	1
33890.73536939089	3	2	2	2
33905.47688107831	2	2	2	2
33920.21839276574	3	2	2	2
33934.959904453164	3	3	3	2
33949.70141614059	3	3	3	2
33964.442927828015	2	2	2	2
33979.18443951544	4	3	3	3
33993.925951202866	3	3	3	2
34008.66746289029	2	2	2	2
34023.40897457772	3	3	2	2
34038.15048626514	3	2	2	2
34052.89199795257	3	2	2	2
34067.63350963999	4	3	3	3
34082.37502132742	3	2	2	2
34097.11653301484	2	2	2	2
34111.85804470227	3	2	2	2
34126.599556389694	2	2	2	1
34141.34106807712	2	2	2	1
34156.082579764545	2	2	1	1
34170.82409145197	4	3	3	3
34185.565603139396	3	3	2	2
34200.30711482682	4	3	3	3
34215.048626514246	3	3	3	2
34229.79013820167	2	2	2	2
34244.5316498891	3	3	2	2
34259.27316157652	2	2	2	1
34274.01467326395	3	3	3	2
34288.75618495137	3	3	3	2
34303.4976966388	3	3	3	3
34318.239208326224	3	3	2	2
34332.98072001365	2	2	1	1
34347.722231701075	2	2	2	2
34362.4637433885	2	2	2	2
34377.205255075925	3	3	3	3
34391.94676676335	2	2	2	2
34406.688278450776	2	2	2	2
34421.4297901382	3	3	2	2
34436.17130182563	3	3	3	3
34450.91281351305	3	3	3	3
34465.65432520048	3	3	2	2
34480.3958368879	4	4	4	3
34495.13734857533	3	3	3	3
34509.878860262754	3	3	3	3
34524.62037195018	3	3	3	3
34539.361883637604	2	2	1	1
34554.10339532503	3	3	2	2
34568.844907012455	4	3	3	3
34583.58641869988	3	3	2	2
34598.327930387306	2	2	2	2
34613.06944207473	3	3	2	2
34627.81095376216	3	2	2	2
34642.55246544958	2	2	1	1
34657.29397713701	3	2	2	2
34672.03548882443	2	2	2	2
34686.77700051186	2	2	2	1
34701.51851219928	2	2	2	2
34716.26002388671	2	2	2	1
34731.001535574134	3	3	2	2
34745.74304726156	2	2	2	2
34760.484558948985	2	2	2	1
34775.22607063641	3	3	2	2
34789.967582323836	3	2	2	2
34804.70909401126	2	1	1	1
34819.45060569869	3	3	2	2
34834.19211738611	3	3	3	3
34848.93362907354	3	3	2	2
34863.67514076096	2	2	2	2
34878.41665244839	3	3	3	3
34893.15816413581	3	3	3	3
34907.89967582324	3	3	3	3
34922.641187510664	3	3	3	3
34937.38269919809	3	3	2	2
34952.124210885515	1	1	1	1
34966.86572257294	3	2	2	2
34981.607234260366	3	3	3	2
34996.34874594779	2	2	2	2
35011.09025763522	3	3	2	2
35025.83176932264	2	2	2	2
35040.57328101007	2	1	1	1
35055.31479269749	3	3	2	2
35070.05630438492	3	3	3	2
35084.79781607234	3	3	3	2
35099.53932775977	4	4	3	3
35114.280839447194	3	3	3	2
35129.02235113462	4	4	4	4
35143.763862822045	4	4	4	4
35158.50537450947	4	3	3	3
35173.246886196896	3	3	2	2
35187.98839788432	3	2	2	2
35202.729909571746	2	2	2	2
35217.47142125917	2	2	1	1
35232.2129329466	3	2	2	2
35246.95444463402	2	2	2	2
35261.69595632145	3	3	2	2
35276.43746800887	3	3	2	2
35291.1789796963	2	2	2	2
35305.920491383724	2	2	1	1
35320.66200307115	3	3	2	2
35335.403514758575	3	3	2	2
35350.145026446	3	3	2	2
35364.886538133425	3	3	3	3
35379.62804982085	3	2	2	2
35394.369561508276	3	3	2	2
35409.1110731957	3	3	2	2
35423.85258488313	3	3	3	2
35438.59409657055	3	2	2	2
35453.33560825798	3	3	3	2
35468.0771199454	3	3	2	2
35482.81863163283	3	3	2	2
35497.560143320254	3	2	2	2
35512.30165500768	3	3	2	2
35527.043166695104	3	2	2	2
35541.78467838253	3	2	2	2
35556.526190069955	2	2	2	2
35571.26770175738	4	3	3	3
35586.009213444806	3	3	3	2
35600.75072513223	3	3	3	2
35615.49223681966	4	3	3	3
35630.23374850708	3	3	3	3
35644.97526019451	3	2	2	2
35659.71677188193	3	3	3	2
35674.45828356936	3	2	2	2
35689.19979525678	2	2	2	2
35703.94130694421	3	2	2	2
35718.682818631634	3	2	2	2
35733.42433031906	2	2	2	1
35748.165842006485	3	3	2	2
35762.90735369391	3	3	3	2
35777.648865381336	2	2	2	2
35792.39037706876	4	3	3	3
35807.13188875619	2	2	2	2
35821.87340044361	2	2	2	2
35836.61491213104	3	3	2	2
35851.35642381846	3	3	3	3
35866.09793550588	2	2	2	1
35880.839447193306	2	2	2	1
35895.58095888073	4	4	4	4
35910.32247056816	4	3	3	3
35925.06398225559	2	2	2	2
35939.805493943015	3	2	2	2
35954.54700563044	3	3	2	2
35969.288517317866	2	2	2	2
35984.03002900529	2	2	1	1
35998.77154069272	2	1	1	1
36013.51305238014	2	2	2	1
36028.25456406757	2	2	2	2
36042.99607575499	2	2	2	1
36057.73758744242	3	2	2	2
36072.47909912984	3	3	3	2
36087.22061081727	3	3	3	2
36101.962122504694	3	3	2	2
36116.70363419212	3	3	2	2
36131.445145879545	1	1	1	1
36146.18665756697	2	1	1	1
36160.928169254395	3	2	2	2
36175.66968094182	2	2	2	2
36190.411192629246	3	2	2	2
36205.15270431667	3	3	2	2
36219.8942160041	4	3	3	3
36234.63572769152	3	3	3	3
36249.37723937895	3	3	3	2
36264.11875106637	3	2	2	2
36278.8602627538	2	2	2	1
36293.601774441224	3	2	2	2
36308.34328612865	3	2	2	2
36323.084797816075	3	3	2	2
36337.8263095035	3	3	3	2
36352.567821190925	2	2	2	2
36367.30933287835	3	3	3	3
36382.050844565776	4	3	3	3
36396.7923562532	3	2	2	2
36411.53386794063	3	3	3	3
36426.275379628045	3	2	2	2
36441.01689131547	2	2	2	1
36455.758403002896	3	3	3	2
36470.49991469032	3	3	3	3
36485.24142637775	4	4	3	3
36499.98293806517	3	2	2	2
36514.7244497526	2	2	2	2
36529.46596144002	2	2	2	2
36544.20747312745	3	3	2	2
36558.94898481487	3	3	3	2
36573.6904965023	3	3	2	2
36588.43200818973	3	2	2	2
36603.17351987716	3	3	3	3
36617.91503156458	3	3	3	2
36632.65654325201	3	2	2	2
36647.39805493943	4	4	4	3
36662.13956662686	4	4	3	3
36676.88107831428	3	3	3	2
36691.62259000171	3	3	2	2
36706.364101689134	3	2	2	2
36721.10561337656	3	3	3	3
36735.847125063985	4	4	4	3
36750.58863675141	4	3	3	3
36765.330148438836	3	3	3	3
36780.07166012626	4	3	3	3
36794.81317181369	3	3	2	2
36809.55468350111	3	3	2	2
36824.29619518854	3	3	3	2
36839.03770687596	3	2	2	2
36853.77921856339	2	2	2	2
36868.52073025081	2	2	2	2
36883.26224193824	2	2	2	2
36898.003753625664	3	3	3	2
36912.74526531309	3	3	2	2
36927.486777000515	3	3	2	2
36942.22828868794	3	3	3	2
36956.969800375366	2	2	2	2
36971.71131206279	2	2	1	1
36986.452823750216	3	2	2	2
37001.194335437634	3	3	3	3
37015.93584712506	3	3	3	2
37030.677358812485	3	3	3	3
37045.41887049991	4	4	4	3
37060.160382187336	3	3	3	3
37074.90189387476	4	4	4	4
37089.64340556219	4	4	4	3
37104.38491724961	4	4	3	3
37119.12642893704	3	3	3	2
37133.86794062446	4	3	3	3
37148.60945231189	3	3	2	2
37163.35096399931	3	3	3	3
37178.09247568674	3	3	3	2
