Relative Time (Process)	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube-m02	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube-m03	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube-m04
22988.54681767427	1	1	1	1
23002.328920082946	1	1	1	1
23016.111022491623	1	1	1	1
23029.893124900304	4	4	4	4
23043.67522730898	1	1	1	1
23057.457329717658	1	1	1	1
23071.239432126335	1	1	1	1
23085.02153453501	1	1	1	1
23098.803636943692	1	1	1	1
23112.58573935237	4	4	4	4
23126.367841761046	1	1	1	1
23140.149944169723	1	1	1	1
23153.9320465784	1	1	1	1
23167.71414898708	1	1	1	1
23181.496251395758	1	1	1	1
23195.278353804435	4	4	4	4
23209.060456213112	1	1	1	1
23222.84255862179	1	1	1	1
23236.62466103047	1	1	1	1
23250.406763439147	1	1	1	1
23264.188865847824	1	1	1	1
23277.9709682565	4	4	4	4
23291.753070665178	1	1	1	1
23305.535173073855	1	1	1	1
23319.317275482535	1	1	1	1
23333.099377891212	1	1	1	1
23346.88148029989	1	1	1	1
23360.663582708563	4	4	4	4
23374.44568511724	1	1	1	1
23388.227787525924	1	1	1	1
23402.0098899346	1	1	1	1
23415.791992343275	1	1	1	1
23429.57409475195	1	1	1	1
23443.35619716063	4	4	4	4
23457.138299569313	1	1	1	1
23470.920401977986	1	1	1	1
23484.702504386663	1	1	1	1
23498.48460679534	1	1	1	1
23512.266709204017	1	1	1	1
23526.048811612698	4	4	4	4
23539.830914021375	1	1	1	1
23553.613016430052	1	1	1	1
23567.39511883873	1	1	1	1
23581.177221247406	1	1	1	1
23594.959323656087	1	1	1	1
23608.741426064764	4	4	4	4
23622.52352847344	1	1	1	1
23636.305630882118	1	1	1	1
23650.087733290795	1	1	1	1
23663.869835699472	1	1	1	1
23677.651938108153	1	1	1	1
23691.43404051683	4	4	4	4
23705.216142925507	1	1	1	1
23718.998245334184	1	1	1	1
23732.78034774286	1	1	1	1
23746.56245015154	1	1	1	1
23760.34455256022	1	1	1	1
23774.126654968895	4	4	4	4
23787.908757377572	1	1	1	1
23801.69085978625	1	1	1	1
23815.47296219493	1	1	1	1
23829.255064603607	1	1	1	1
23843.037167012284	1	1	1	1
23856.81926942096	4	4	4	4
23870.601371829634	1	1	1	1
23884.38347423832	1	1	1	1
23898.165576646996	1	1	1	1
23911.947679055673	1	1	1	1
23925.729781464346	1	1	1	1
23939.511883873023	4	4	4	4
23953.293986281707	1	1	1	1
23967.07608869038	1	1	1	1
23980.858191099058	1	1	1	1
23994.640293507735	1	1	1	1
24008.422395916412	1	1	1	1
24022.20449832509	4	4	4	4
24035.98660073377	1	1	1	1
24049.768703142447	1	1	1	1
24063.550805551124	1	1	1	1
24077.3329079598	1	1	1	1
24091.115010368478	1	1	1	1
24104.89711277716	4	4	4	4
24118.679215185835	1	1	1	1
24132.461317594512	1	1	1	1
24146.24342000319	1	1	1	1
24160.025522411866	1	1	1	1
24173.807624820547	1	1	1	1
24187.589727229224	4	4	4	4
24201.3718296379	1	1	1	1
24215.153932046578	1	1	1	1
24228.936034455255	1	1	1	1
24242.718136863936	1	1	1	1
24256.500239272613	1	1	1	1
24270.28234168129	4	4	4	4
24284.064444089967	1	1	1	1
24297.846546498644	1	1	1	1
24311.628648907325	1	1	1	1
24325.410751316	1	1	1	1
24339.19285372468	1	1	1	1
24352.974956133356	4	4	4	4
24366.757058542033	1	1	1	1
24380.539160950706	1	1	1	1
24394.32126335939	1	1	1	1
24408.103365768067	1	1	1	1
24421.88546817674	1	1	1	1
24435.667570585418	4	4	4	4
24449.449672994095	1	1	1	1
24463.23177540278	1	1	1	1
24477.013877811452	1	1	1	1
24490.79598022013	1	1	1	1
24504.578082628806	1	1	1	1
24518.360185037483	4	4	4	4
24532.142287446164	1	1	1	1
24545.92438985484	1	1	1	1
24559.706492263518	1	1	1	1
24573.488594672195	1	1	1	1
24587.270697080872	1	1	1	1
24601.052799489553	4	4	4	4
24614.83490189823	1	1	1	1
24628.617004306907	1	1	1	1
24642.399106715584	1	1	1	1
24656.18120912426	1	1	1	1
24669.963311532938	1	1	1	1
24683.74541394162	4	4	4	4
24697.527516350296	1	1	1	1
24711.309618758973	1	1	1	1
24725.09172116765	1	1	1	1
24738.873823576327	1	1	1	1
24752.655925985007	1	1	1	1
24766.438028393684	4	4	4	4
24780.22013080236	1	1	1	1
24794.00223321104	1	1	1	1
24807.784335619715	1	1	1	1
24821.566438028396	1	1	1	1
24835.348540437073	1	1	1	1
24849.13064284575	4	4	4	4
24862.912745254427	1	1	1	1
24876.694847663104	1	1	1	1
24890.476950071785	1	1	1	1
24904.259052480462	1	1	1	1
24918.04115488914	1	1	1	1
24931.823257297812	4	4	4	4
24945.60535970649	1	1	1	1
24959.387462115174	1	1	1	1
24973.16956452385	1	1	1	1
24986.951666932524	1	1	1	1
25000.7337693412	1	1	1	1
25014.515871749878	4	4	4	4
25028.297974158555	1	1	1	1
25042.080076567236	1	1	1	1
25055.862178975913	1	1	1	1
25069.64428138459	1	1	1	1
25083.426383793267	1	1	1	1
25097.208486201944	4	4	4	4
25110.990588610624	1	1	1	1
25124.7726910193	1	1	1	1
25138.55479342798	1	1	1	1
25152.336895836655	1	1	1	1
25166.118998245332	1	1	1	1
25179.901100654013	4	4	4	4
25193.68320306269	1	1	1	1
25207.465305471367	1	1	1	1
25221.247407880044	1	1	1	1
25235.02951028872	1	1	1	1
25248.811612697402	1	1	1	1
25262.59371510608	4	4	4	4
25276.375817514756	1	1	1	1
25290.157919923433	1	1	1	1
25303.94002233211	1	1	1	1
25317.72212474079	1	1	1	1
25331.504227149468	1	1	1	1
25345.286329558145	4	4	4	4
25359.06843196682	1	1	1	1
25372.8505343755	1	1	1	1
25386.632636784172	1	1	1	1
25400.414739192856	1	1	1	1
25414.196841601533	1	1	1	1
25427.97894401021	4	4	4	4
25441.761046418884	1	1	1	1
25455.54314882756	1	1	1	1
25469.325251236245	1	1	1	1
25483.107353644922	1	1	1	1
25496.889456053595	1	1	1	1
25510.671558462273	4	4	4	4
25524.45366087095	1	1	1	1
25538.23576327963	1	1	1	1
25552.017865688307	1	1	1	1
25565.799968096984	1	1	1	1
25579.58207050566	1	1	1	1
25593.36417291434	4	4	4	4
25607.14627532302	1	1	1	1
25620.928377731696	1	1	1	1
25634.710480140373	1	1	1	1
25648.49258254905	1	1	1	1
25662.274684957727	1	1	1	1
25676.056787366408	4	4	4	4
25689.838889775085	1	1	1	1
25703.62099218376	1	1	1	1
25717.40309459244	1	1	1	1
25731.185197001116	1	1	1	1
25744.967299409793	1	1	1	1
25758.749401818473	4	4	4	4
25772.53150422715	1	1	1	1
25786.313606635827	1	1	1	1
25800.095709044504	1	1	1	1
25813.87781145318	1	1	1	1
25827.659913861862	1	1	1	1
25841.44201627054	4	4	4	4
25855.224118679216	1	1	1	1
25869.006221087893	1	1	1	1
25882.78832349657	1	1	1	1
25896.57042590525	1	1	1	1
25910.352528313928	1	1	1	1
25924.134630722605	4	4	4	4
25937.916733131282	1	1	1	1
25951.698835539955	1	1	1	1
25965.48093794864	1	1	1	1
25979.263040357317	1	1	1	1
25993.04514276599	1	1	1	1
26006.827245174667	4	4	4	4
26020.609347583344	1	1	1	1
26034.39144999202	1	1	1	1
26048.1735524007	1	1	1	1
26061.95565480938	1	1	1	1
26075.737757218056	1	1	1	1
26089.519859626733	4	4	4	4
26103.30196203541	1	1	1	1
26117.08406444409	1	1	1	1
26130.866166852767	1	1	1	1
26144.648269261445	1	1	1	1
26158.43037167012	1	1	1	1
26172.2124740788	4	4	4	4
26185.99457648748	1	1	1	1
26199.776678896156	1	1	1	1
26213.558781304833	1	1	1	1
26227.34088371351	1	1	1	1
26241.122986122187	1	1	1	1
26254.905088530868	4	4	4	4
26268.687190939545	1	1	1	1
26282.469293348222	1	1	1	1
26296.2513957569	1	1	1	1
26310.033498165576	1	1	1	1
26323.815600574257	1	1	1	1
26337.597702982934	4	4	4	4
26351.37980539161	1	1	1	1
26365.161907800288	1	1	1	1
26378.944010208965	1	1	1	1
26392.72611261764	1	1	1	1
26406.508215026322	1	1	1	1
26420.290317435	4	4	4	4
26434.072419843676	1	1	1	1
26447.85452225235	1	1	1	1
26461.636624661027	1	1	1	1
26475.41872706971	1	1	1	1
26489.20082947839	1	1	1	1
26502.98293188706	4	4	4	4
26516.76503429574	1	1	1	1
26530.547136704416	1	1	1	1
26544.3292391131	1	1	1	1
26558.111341521773	1	1	1	1
26571.89344393045	1	1	1	1
26585.675546339127	4	4	4	4
26599.457648747804	1	1	1	1
26613.239751156485	1	1	1	1
26627.021853565162	1	1	1	1
26640.80395597384	1	1	1	1
26654.586058382516	1	1	1	1
26668.368160791193	4	4	4	4
26682.150263199874	1	1	1	1
26695.93236560855	1	1	1	1
26709.714468017228	1	1	1	1
26723.496570425905	1	1	1	1
26737.27867283458	1	1	1	1
26751.06077524326	4	4	4	4
26764.84287765194	1	1	1	1
26778.624980060617	1	1	1	1
26792.407082469294	1	1	1	1
26806.18918487797	1	1	1	1
26819.971287286648	1	1	1	1
26833.75338969533	4	4	4	4
26847.535492104005	1	1	1	1
26861.317594512682	1	1	1	1
26875.09969692136	1	1	1	1
26888.881799330036	1	1	1	1
26902.663901738717	1	1	1	1
26916.446004147394	4	4	4	4
26930.22810655607	1	1	1	1
26944.010208964748	1	1	1	1
26957.79231137342	1	1	1	1
26971.574413782106	1	1	1	1
26985.356516190783	1	1	1	1
26999.13861859946	4	4	4	4
27012.920721008133	1	1	1	1
27026.70282341681	1	1	1	1
27040.484925825494	1	1	1	1
27054.267028234168	1	1	1	1
27068.049130642845	1	1	1	1
27081.831233051522	4	4	4	4
27095.6133354602	1	1	1	1
27109.395437868876	1	1	1	1
27123.177540277557	1	1	1	1
27136.959642686234	1	1	1	1
27150.74174509491	1	1	1	1
27164.523847503588	4	4	4	4
27178.305949912265	1	1	1	1
27192.088052320945	1	1	1	1
27205.870154729622	1	1	1	1
27219.6522571383	1	1	1	1
27233.434359546976	1	1	1	1
27247.216461955653	4	4	4	4
27260.998564364334	1	1	1	1
27274.78066677301	1	1	1	1
27288.562769181688	1	1	1	1
27302.344871590365	1	1	1	1
27316.126973999042	1	1	1	1
27329.909076407723	4	4	4	4
27343.6911788164	1	1	1	1
27357.473281225077	1	1	1	1
27371.255383633754	1	1	1	1
27385.03748604243	1	1	1	1
27398.819588451108	1	1	1	1
27412.60169085979	4	4	4	4
27426.383793268466	1	1	1	1
27440.165895677143	1	1	1	1
27453.94799808582	1	1	1	1
27467.730100494493	1	1	1	1
27481.512202903177	1	1	1	1
27495.294305311854	4	4	4	4
27509.07640772053	1	1	1	1
27522.858510129205	1	1	1	1
27536.64061253788	1	1	1	1
27550.422714946566	1	1	1	1
27564.20481735524	1	1	1	1
27577.986919763916	4	4	4	4
27591.769022172593	1	1	1	1
27605.55112458127	1	1	1	1
27619.33322698995	1	1	1	1
27633.115329398628	1	1	1	1
27646.897431807305	1	1	1	1
27660.679534215982	4	4	4	4
27674.46163662466	1	1	1	1
27688.24373903334	1	1	1	1
27702.025841442017	1	1	1	1
27715.807943850694	1	1	1	1
27729.59004625937	1	1	1	1
27743.372148668048	4	4	4	4
27757.154251076725	1	1	1	1
27770.936353485406	1	1	1	1
27784.718455894083	1	1	1	1
27798.50055830276	1	1	1	1
27812.282660711437	1	1	1	1
27826.064763120114	4	4	4	4
27839.846865528794	1	1	1	1
27853.62896793747	1	1	1	1
27867.41107034615	1	1	1	1
27881.193172754825	1	1	1	1
27894.975275163502	1	1	1	1
27908.757377572183	4	4	4	4
27922.53947998086	1	1	1	1
27936.321582389537	1	1	1	1
27950.103684798214	1	1	1	1
27963.88578720689	1	1	1	1
27977.66788961557	1	1	1	1
27991.44999202425	4	4	4	4
28005.232094432926	1	1	1	1
28019.0141968416	1	1	1	1
28032.796299250276	1	1	1	1
28046.57840165896	1	1	1	1
28060.360504067638	1	1	1	1
28074.14260647631	4	4	4	4
28087.924708884988	1	1	1	1
28101.706811293665	1	1	1	1
28115.488913702342	1	1	1	1
28129.271016111023	1	1	1	1
28143.0531185197	1	1	1	1
28156.835220928377	4	4	4	4
28170.617323337054	1	1	1	1
28184.39942574573	1	1	1	1
28198.18152815441	1	1	1	1
28211.96363056309	1	1	1	1
28225.745732971765	1	1	1	1
28239.527835380442	4	4	4	4
28253.30993778912	1	1	1	1
28267.0920401978	1	1	1	1
28280.874142606477	1	1	1	1
28294.656245015154	1	1	1	1
28308.43834742383	1	1	1	1
28322.220449832508	4	4	4	4
28336.00255224119	1	1	1	1
28349.784654649866	1	1	1	1
28363.566757058543	1	1	1	1
28377.34885946722	1	1	1	1
28391.130961875897	1	1	1	1
28404.913064284574	4	4	4	4
28418.695166693255	1	1	1	1
28432.47726910193	1	1	1	1
28446.25937151061	1	1	1	1
28460.041473919286	1	1	1	1
28473.82357632796	1	1	1	1
28487.605678736643	4	4	4	4
28501.38778114532	1	1	1	1
28515.169883553997	1	1	1	1
28528.95198596267	1	1	1	1
28542.734088371348	1	1	1	1
28556.516190780032	1	1	1	1
28570.29829318871	4	4	4	4
28584.080395597382	1	1	1	1
28597.86249800606	1	1	1	1
28611.644600414736	1	1	1	1
28625.426702823417	1	1	1	1
28639.208805232094	1	1	1	1
28652.99090764077	4	4	4	4
28666.77301004945	1	1	1	1
28680.555112458125	1	1	1	1
28694.337214866806	1	1	1	1
28708.119317275483	1	1	1	1
28721.90141968416	1	1	1	1
28735.683522092837	4	4	4	4
28749.465624501514	1	1	1	1
28763.24772691019	1	1	1	1
28777.02982931887	1	1	1	1
28790.81193172755	1	1	1	1
28804.594034136226	1	1	1	1
28818.376136544903	4	4	4	4
28832.15823895358	1	1	1	1
28845.94034136226	1	1	1	1
28859.722443770937	1	1	1	1
28873.504546179614	1	1	1	1
28887.28664858829	1	1	1	1
28901.06875099697	4	4	4	4
28914.85085340565	1	1	1	1
28928.632955814326	1	1	1	1
28942.415058223003	1	1	1	1
28956.19716063168	1	1	1	1
28969.979263040357	1	1	1	1
28983.761365449038	4	4	4	4
28997.543467857715	1	1	1	1
29011.325570266392	1	1	1	1
29025.10767267507	1	1	1	1
29038.889775083742	1	1	1	1
29052.671877492427	1	1	1	1
29066.453979901104	4	4	4	4
29080.236082309777	1	1	1	1
29094.018184718454	1	1	1	1
29107.80028712713	1	1	1	1
29121.582389535808	1	1	1	1
29135.36449194449	1	1	1	1
29149.146594353166	4	4	4	4
29162.928696761843	1	1	1	1
29176.71079917052	1	1	1	1
29190.492901579197	1	1	1	1
29204.275003987877	1	1	1	1
29218.057106396554	1	1	1	1
29231.83920880523	4	4	4	4
29245.62131121391	1	1	1	1
29259.403413622586	1	1	1	1
29273.185516031266	1	1	1	1
29286.967618439943	1	1	1	1
29300.74972084862	1	1	1	1
29314.531823257297	4	4	4	4
29328.313925665974	1	1	1	1
29342.096028074655	1	1	1	1
29355.878130483332	1	1	1	1
29369.66023289201	1	1	1	1
29383.442335300686	1	1	1	1
29397.224437709363	4	4	4	4
29411.006540118044	1	1	1	1
29424.78864252672	1	1	1	1
29438.570744935398	1	1	1	1
29452.352847344075	1	1	1	1
29466.13494975275	1	1	1	1
29479.91705216143	4	4	4	4
29493.69915457011	1	1	1	1
29507.481256978786	1	1	1	1
29521.263359387463	1	1	1	1
29535.045461796137	1	1	1	1
29548.827564204814	1	1	1	1
29562.609666613498	4	4	4	4
29576.391769022175	1	1	1	1
29590.17387143085	1	1	1	1
29603.955973839526	1	1	1	1
29617.738076248203	1	1	1	1
29631.520178656887	1	1	1	1
29645.30228106556	4	4	4	4
29659.084383474237	1	1	1	1
29672.866485882914	1	1	1	1
29686.64858829159	1	1	1	1
29700.430690700272	1	1	1	1
29714.21279310895	1	1	1	1
29727.994895517626	4	4	4	4
29741.776997926303	1	1	1	1
29755.55910033498	1	1	1	1
29769.341202743657	1	1	1	1
29783.123305152338	1	1	1	1
29796.905407561015	1	1	1	1
29810.68750996969	4	4	4	4
29824.46961237837	1	1	1	1
29838.251714787046	1	1	1	1
29852.033817195726	1	1	1	1
29865.815919604403	1	1	1	1
29879.59802201308	1	1	1	1
29893.380124421758	4	4	4	4
29907.162226830435	1	1	1	1
29920.944329239115	1	1	1	1
29934.726431647792	1	1	1	1
29948.50853405647	1	1	1	1
29962.290636465146	1	1	1	1
29976.072738873823	4	4	4	4
29989.854841282504	1	1	1	1
30003.63694369118	1	1	1	1
30017.419046099858	1	1	1	1
30031.201148508535	1	1	1	1
30044.98325091721	1	1	1	1
30058.765353325893	4	4	4	4
30072.54745573457	1	1	1	1
30086.329558143247	1	1	1	1
30100.11166055192	1	1	1	1
30113.893762960597	1	1	1	1
30127.675865369274	1	1	1	1
30141.457967777955	4	4	4	4
30155.24007018663	1	1	1	1
30169.02217259531	1	1	1	1
30182.804275003986	1	1	1	1
30196.586377412663	1	1	1	1
30210.368479821343	1	1	1	1
30224.15058223002	4	4	4	4
30237.932684638698	1	1	1	1
30251.714787047375	1	1	1	1
30265.49688945605	1	1	1	1
30279.278991864732	1	1	1	1
30293.06109427341	1	1	1	1
30306.843196682086	4	4	4	4
30320.625299090763	1	1	1	1
30334.40740149944	1	1	1	1
30348.18950390812	1	1	1	1
30361.971606316798	1	1	1	1
30375.753708725475	1	1	1	1
30389.535811134152	4	4	4	4
30403.31791354283	1	1	1	1
30417.10001595151	1	1	1	1
30430.882118360187	1	1	1	1
30444.664220768864	1	1	1	1
30458.44632317754	1	1	1	1
30472.228425586218	4	4	4	4
30486.010527994895	1	1	1	1
30499.792630403575	1	1	1	1
30513.574732812252	1	1	1	1
30527.35683522093	1	1	1	1
30541.138937629607	1	1	1	1
30554.92104003828	4	4	4	4
30568.703142446964	1	1	1	1
30582.48524485564	1	1	1	1
30596.26734726432	1	1	1	1
30610.04944967299	1	1	1	1
30623.83155208167	1	1	1	1
30637.613654490353	4	4	4	4
30651.395756899026	1	1	1	1
30665.177859307703	1	1	1	1
30678.95996171638	1	1	1	1
30692.742064125057	1	1	1	1
30706.524166533738	1	1	1	1
30720.306268942415	4	4	4	4
30734.088371351092	1	1	1	1
30747.87047375977	1	1	1	1
30761.652576168446	1	1	1	1
30775.434678577127	1	1	1	1
30789.216780985804	1	1	1	1
30802.99888339448	4	4	4	4
30816.780985803158	1	1	1	1
30830.563088211835	1	1	1	1
30844.345190620512	1	1	1	1
30858.127293029193	1	1	1	1
30871.90939543787	1	1	1	1
30885.691497846547	4	4	4	4
30899.473600255224	1	1	1	1
30913.2557026639	1	1	1	1
30927.03780507258	1	1	1	1
30940.81990748126	1	1	1	1
30954.602009889935	1	1	1	1
30968.384112298612	4	4	4	4
30982.16621470729	1	1	1	1
30995.94831711597	1	1	1	1
31009.730419524647	1	1	1	1
31023.512521933324	1	1	1	1
31037.294624342	1	1	1	1
31051.076726750678	4	4	4	4
31064.85882915936	1	1	1	1
31078.640931568036	1	1	1	1
31092.423033976713	1	1	1	1
31106.205136385386	1	1	1	1
31119.987238794063	1	1	1	1
31133.76934120274	4	4	4	4
31147.551443611424	1	1	1	1
31161.333546020098	1	1	1	1
31175.115648428775	1	1	1	1
31188.897750837452	1	1	1	1
31202.67985324613	1	1	1	1
31216.46195565481	4	4	4	4
31230.244058063487	1	1	1	1
31244.026160472164	1	1	1	1
31257.80826288084	1	1	1	1
31271.590365289518	1	1	1	1
31285.3724676982	1	1	1	1
31299.154570106875	4	4	4	4
31312.936672515552	1	1	1	1
31326.71877492423	1	1	1	1
31340.500877332906	1	1	1	1
31354.282979741587	1	1	1	1
31368.065082150264	1	1	1	1
31381.84718455894	4	4	4	4
31395.629286967618	1	1	1	1
31409.411389376295	1	1	1	1
31423.193491784976	1	1	1	1
31436.975594193653	1	1	1	1
31450.75769660233	1	1	1	1
31464.539799011007	4	4	4	4
31478.321901419684	1	1	1	1
31492.10400382836	1	1	1	1
31505.88610623704	1	1	1	1
31519.66820864572	1	1	1	1
31533.450311054396	1	1	1	1
31547.232413463073	4	4	4	4
31561.014515871746	1	1	1	1
31574.79661828043	1	1	1	1
31588.578720689107	1	1	1	1
31602.360823097784	1	1	1	1
31616.142925506458	1	1	1	1
31629.925027915135	4	4	4	4
31643.70713032382	1	1	1	1
31657.489232732496	1	1	1	1
31671.27133514117	1	1	1	1
31685.053437549846	1	1	1	1
31698.835539958523	1	1	1	1
31712.617642367204	4	4	4	4
31726.39974477588	1	1	1	1
31740.181847184558	1	1	1	1
31753.963949593235	1	1	1	1
31767.746052001912	1	1	1	1
31781.528154410593	1	1	1	1
31795.31025681927	4	4	4	4
31809.092359227947	1	1	1	1
31822.874461636624	1	1	1	1
31836.6565640453	1	1	1	1
31850.438666453978	1	1	1	1
31864.22076886266	1	1	1	1
31878.002871271336	4	4	4	4
31891.784973680013	1	1	1	1
31905.56707608869	1	1	1	1
31919.349178497367	1	1	1	1
31933.131280906047	1	1	1	1
31946.913383314724	1	1	1	1
31960.6954857234	4	4	4	4
31974.47758813208	1	1	1	1
31988.259690540755	1	1	1	1
32002.041792949436	1	1	1	1
32015.823895358113	1	1	1	1
32029.60599776679	1	1	1	1
32043.388100175467	4	4	4	4
32057.170202584144	1	1	1	1
32070.952304992825	1	1	1	1
32084.7344074015	1	1	1	1
32098.51650981018	1	1	1	1
32112.298612218856	1	1	1	1
32126.08071462753	4	4	4	4
32139.862817036214	1	1	1	1
32153.64491944489	1	1	1	1
32167.427021853564	1	1	1	1
32181.20912426224	1	1	1	1
32194.991226670918	1	1	1	1
32208.773329079595	4	4	4	4
32222.555431488276	1	1	1	1
32236.337533896953	1	1	1	1
32250.11963630563	1	1	1	1
32263.901738714307	1	1	1	1
32277.683841122984	1	1	1	1
32291.465943531664	4	4	4	4
32305.24804594034	1	1	1	1
32319.03014834902	1	1	1	1
32332.812250757695	1	1	1	1
32346.594353166372	1	1	1	1
32360.376455575053	1	1	1	1
32374.15855798373	4	4	4	4
32387.940660392407	1	1	1	1
32401.722762801084	1	1	1	1
32415.50486520976	1	1	1	1
32429.286967618442	1	1	1	1
32443.06907002712	1	1	1	1
32456.851172435796	4	4	4	4
32470.633274844473	1	1	1	1
32484.41537725315	1	1	1	1
32498.197479661827	1	1	1	1
32511.979582070508	1	1	1	1
32525.761684479185	1	1	1	1
32539.54378688786	4	4	4	4
32553.32588929654	1	1	1	1
32567.107991705216	1	1	1	1
32580.890094113896	1	1	1	1
32594.672196522573	1	1	1	1
32608.45429893125	1	1	1	1
32622.236401339924	4	4	4	4
32636.0185037486	1	1	1	1
32649.800606157285	1	1	1	1
32663.582708565962	1	1	1	1
32677.364810974635	1	1	1	1
32691.146913383312	1	1	1	1
32704.92901579199	4	4	4	4
32718.711118200674	1	1	1	1
32732.493220609347	1	1	1	1
32746.275323018024	1	1	1	1
32760.0574254267	1	1	1	1
32773.83952783538	1	1	1	1
32787.62163024406	4	4	4	4
32801.40373265274	1	1	1	1
32815.18583506141	1	1	1	1
32828.96793747009	1	1	1	1
32842.75003987877	1	1	1	1
32856.53214228744	1	1	1	1
32870.31424469613	4	4	4	4
32884.0963471048	1	1	1	1
32897.87844951348	1	1	1	1
32911.660551922156	1	1	1	1
32925.44265433083	1	1	1	1
32939.22475673952	1	1	1	1
32953.00685914819	4	4	4	4
32966.788961556864	1	1	1	1
32980.571063965544	1	1	1	1
32994.35316637422	1	1	1	1
33008.1352687829	1	1	1	1
33021.91737119158	1	1	1	1
33035.69947360025	4	4	4	4
33049.48157600893	1	1	1	1
33063.26367841761	1	1	1	1
33077.04578082629	1	1	1	1
33090.82788323497	1	1	1	1
33104.60998564364	1	1	1	1
33118.39208805232	4	4	4	4
33132.174190460995	1	1	1	1
33145.956292869676	1	1	1	1
33159.73839527836	1	1	1	1
33173.52049768703	1	1	1	1
33187.30260009571	1	1	1	1
33201.084702504384	4	4	4	4
33214.866804913065	1	1	1	1
33228.648907321745	1	1	1	1
33242.43100973042	1	1	1	1
33256.2131121391	1	1	1	1
33269.99521454777	1	1	1	1
33283.77731695645	4	4	4	4
33297.559419365134	1	1	1	1
33311.34152177381	1	1	1	1
33325.12362418249	1	1	1	1
33338.90572659116	1	1	1	1
33352.68782899984	1	1	1	1
33366.46993140852	4	4	4	4
33380.252033817196	1	1	1	1
33394.03413622588	1	1	1	1
33407.81623863455	1	1	1	1
33421.59834104322	1	1	1	1
33435.38044345191	1	1	1	1
33449.162545860585	4	4	4	4
33462.94464826926	1	1	1	1
33476.72675067794	1	1	1	1
33490.50885308661	1	1	1	1
33504.2909554953	1	1	1	1
33518.073057903974	1	1	1	1
33531.85516031265	4	4	4	4
33545.63726272133	1	1	1	1
33559.41936513	1	1	1	1
33573.20146753868	1	1	1	1
33586.98356994736	1	1	1	1
33600.765672356036	1	1	1	1
33614.54777476472	4	4	4	4
33628.32987717339	1	1	1	1
33642.11197958207	1	1	1	1
33655.89408199075	1	1	1	1
33669.676184399425	1	1	1	1
33683.458286808105	1	1	1	1
33697.24038921678	4	4	4	4
33711.02249162546	1	1	1	1
33724.80459403414	1	1	1	1
33738.58669644281	1	1	1	1
33752.368798851494	1	1	1	1
33766.15090126017	1	1	1	1
33779.93300366885	4	4	4	4
33793.71510607753	1	1	1	1
33807.4972084862	1	1	1	1
33821.27931089488	1	1	1	1
33835.061413303556	1	1	1	1
33848.84351571224	1	1	1	1
33862.62561812091	4	4	4	4
33876.40772052959	1	1	1	1
33890.18982293827	1	1	1	1
33903.971925346945	1	1	1	1
33917.75402775562	1	1	1	1
33931.5361301643	1	1	1	1
33945.31823257298	4	4	4	4
33959.10033498166	1	1	1	1
33972.88243739033	1	1	1	1
33986.66453979901	1	1	1	1
34000.44664220769	1	1	1	1
34014.22874461637	1	1	1	1
34028.01084702504	4	4	4	4
34041.79294943372	1	1	1	1
34055.575051842396	1	1	1	1
34069.357154251076	1	1	1	1
34083.13925665976	1	1	1	1
34096.92135906843	1	1	1	1
34110.70346147711	4	4	4	4
34124.485563885784	1	1	1	1
34138.267666294465	1	1	1	1
34152.049768703146	1	1	1	1
34165.83187111182	1	1	1	1
34179.6139735205	1	1	1	1
34193.39607592917	4	4	4	4
34207.178178337854	1	1	1	1
34220.96028074653	1	1	1	1
34234.74238315521	1	1	1	1
34248.52448556389	1	1	1	1
34262.30658797256	1	1	1	1
34276.08869038124	4	4	4	4
34289.870792789916	1	1	1	1
34303.6528951986	1	1	1	1
34317.43499760728	1	1	1	1
34331.21710001595	1	1	1	1
34344.99920242463	1	1	1	1
34358.781304833305	4	4	4	4
34372.563407241985	1	1	1	1
34386.345509650666	1	1	1	1
34400.12761205934	1	1	1	1
34413.90971446802	1	1	1	1
34427.69181687669	1	1	1	1
34441.473919285374	4	4	4	4
34455.256021694055	1	1	1	1
34469.03812410273	1	1	1	1
34482.8202265114	1	1	1	1
34496.60232892008	1	1	1	1
34510.38443132876	1	1	1	1
34524.166533737436	4	4	4	4
34537.94863614612	1	1	1	1
34551.73073855479	1	1	1	1
34565.51284096347	1	1	1	1
34579.294943372144	1	1	1	1
34593.077045780825	1	1	1	1
34606.859148189506	4	4	4	4
34620.64125059818	1	1	1	1
34634.42335300686	1	1	1	1
34648.20545541553	1	1	1	1
34661.98755782421	1	1	1	1
34675.769660232894	1	1	1	1
34689.55176264157	4	4	4	4
34703.33386505025	1	1	1	1
34717.11596745892	1	1	1	1
34730.8980698676	1	1	1	1
34744.68017227628	1	1	1	1
34758.462274684956	1	1	1	1
34772.24437709364	4	4	4	4
34786.02647950231	1	1	1	1
34799.80858191099	1	1	1	1
34813.59068431967	1	1	1	1
34827.372786728345	1	1	1	1
34841.154889137026	1	1	1	1
34854.9369915457	4	4	4	4
34868.71909395438	1	1	1	1
